date [s],Average:Translational X-Velocity (Study 01 - Cube <01>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <02>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <03>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <04>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <05>) [m/s]
2.54,0.0536283,0.126194,0.0878383,-0.0308637,-0.0067862
2.55,0.0548197,0.121212,0.0789827,-0.017964,-0.00381663
2.56,0.0582413,0.119493,0.0695812,-0.0106739,-0.00392072
2.57,0.0523815,0.106213,0.0601162,-0.00485002,-0.00327147
2.58,0.0530215,0.102355,0.0571862,-0.00136463,-0.00464193
2.59,0.0508575,0.0943113,0.0514528,-0.00547115,-0.0054032
2.6,0.0484466,0.0946563,0.0542942,-0.00693822,-0.00850963
2.61,0.0473885,0.0972372,0.0562672,-0.0168835,-0.011986
2.62,0.045471,0.0961775,0.0469904,-0.0338166,-0.0139216
2.63,0.03735,0.0898009,0.0361473,-0.0380132,-0.0142232
2.64,0.0303915,0.0837748,0.0382433,-0.0427668,-0.0144344
2.65,0.027072,0.0780167,0.0411115,-0.0481192,-0.0179122
2.66,0.0225544,0.0704009,0.0457298,-0.0602503,-0.0217222
2.67,0.0171293,0.0633189,0.0454888,-0.0699519,-0.0234372
2.68,0.00999687,0.052141,0.0474534,-0.0824478,-0.026638
2.69,0.00384179,0.0436546,0.0478318,-0.0945478,-0.0283303
2.7,-0.00264586,0.0343527,0.0509831,-0.106455,-0.0284672
2.71,-0.00667716,0.0240377,0.0533818,-0.115557,-0.0279248
2.72,-0.010726,0.0162871,0.049759,-0.126481,-0.0292394
2.73,-0.0154472,0.00642109,0.0414623,-0.131508,-0.0267949
2.74,-0.0181327,-0.00258351,0.0344171,-0.135329,-0.0256987
2.75,-0.0200243,-0.00433489,0.0169143,-0.132111,-0.0235847
2.76,-0.0190996,-0.00681501,-0.0019678,-0.137842,-0.0228915
2.77,-0.0186419,-0.00487418,-0.0125445,-0.12873,-0.0246703
2.78,-0.0134539,-0.00562329,-0.0269237,-0.119509,-0.0266576
2.79,-0.00820385,0.00657569,-0.0385473,-0.0994674,-0.0213742
2.8,0.00119749,0.00311832,-0.0534401,-0.0829756,-0.030068
2.81,0.00734461,0.00788038,-0.0635889,-0.0722507,-0.0365034
2.82,0.0204369,0.0102622,-0.064421,-0.0459015,-0.0380358
2.83,0.0288077,0.0176983,-0.0578305,-0.0253066,-0.0262283
2.84,0.0293145,0.0296022,-0.0573567,-0.0222846,-0.0293072
2.85,0.0312207,0.0247751,-0.0593104,-0.00767633,-0.0186378
2.86,0.0317814,0.0256434,-0.0548989,0.00187979,-0.0100695
2.87,0.032165,0.0375589,-0.0544682,0.0105909,-0.0138152
2.88,0.0270185,0.0434521,-0.0382557,0.0213072,-0.00551759
2.89,0.0294842,0.0481294,-0.037477,0.0172145,-0.00767758
2.9,0.0269952,0.0479958,-0.0336971,0.0203693,-0.00519454
2.91,0.0277867,0.0422419,-0.0266164,0.0197692,-0.00854534
2.92,0.0305276,0.0401289,-0.0203073,0.0158989,-0.00409328
2.93,0.031295,0.0428238,-0.0129974,0.0183946,-0.00647489
2.94,0.0317537,0.0441465,-0.00775571,0.0170345,-0.0125231
2.95,0.0301811,0.0429056,-0.0109182,0.0155154,-0.000392043
2.96,0.0286408,0.0434878,-0.00618025,0.0120924,0.00476911
2.97,0.0251314,0.0464395,-0.00121761,0.00766603,0.00303164
2.98,0.0263514,0.0513159,0.00159617,0.00249694,-0.00347649
2.99,0.0265844,0.0538697,0.00603612,-0.000298821,-0.00123089
3,0.0266852,0.0632857,0.0101126,-0.00322348,-0.00284418
3.01,0.0248886,0.0558422,0.0135069,-0.00578248,-0.00296514
3.02,0.0246676,0.0478652,0.0137695,-0.00948967,-0.0034052
3.03,0.0214186,0.0435204,0.0175309,-0.013477,-0.00371033
3.04,0.0153948,0.0458165,0.0131088,-0.0197867,-0.00728099
3.05,0.0135865,0.0359404,0.0109425,-0.0305936,-0.0154176
3.06,0.0111233,0.032431,0.00951276,-0.0371471,-0.0169293
3.07,0.011483,0.0263496,0.0121923,-0.0417815,-0.0205179
3.08,0.00695753,0.0176229,0.0176403,-0.0427246,-0.0193948
3.09,0.00147625,0.00713944,0.0287828,-0.0432708,-0.0218315
3.1,-0.000392044,-0.00341003,0.0303109,-0.0452832,-0.0236084
3.11,0.000911852,-0.0104476,0.0225615,-0.0472895,-0.0261432
3.12,0.00979914,-0.0124217,0.0142697,-0.0522381,-0.0289341
3.13,0.0172177,-0.00962332,-0.00473959,-0.0565283,-0.0326551
3.14,0.0231351,-0.00220008,-0.0229448,-0.0589745,-0.0347999
3.15,0.0280474,0.00721326,-0.043614,-0.0612957,-0.0351717
3.16,0.0394911,0.0231078,-0.0729648,-0.0621043,-0.0338873
3.17,0.0363225,0.0400153,-0.096104,-0.0666431,-0.0295928
3.18,0.031948,0.0528053,-0.102294,-0.0677961,-0.0277832
3.19,0.0329488,0.0630881,-0.114484,-0.0735553,-0.0286026
3.2,0.0293201,0.0712562,-0.110398,-0.0760477,-0.0289693
3.21,0.0261053,0.0794142,-0.111088,-0.0814709,-0.0279046
3.22,0.021926,0.0728359,-0.0994944,-0.0876518,-0.0258681
3.23,0.0234468,0.0620842,-0.0987829,-0.0944088,-0.0221249
3.24,0.0221848,0.0497111,-0.102069,-0.0948678,-0.0211808
3.25,0.019943,0.045046,-0.107694,-0.0976903,-0.0204081
3.26,0.019034,0.0450182,-0.0984097,-0.0963811,-0.023045
3.27,0.0181217,0.0322415,-0.0958458,-0.100566,-0.0203444
3.28,0.0189142,0.0258567,-0.0996778,-0.102268,-0.0174549
3.29,0.0173735,0.0153873,-0.106016,-0.103876,-0.0138441
3.3,0.0162736,0.0065645,-0.110674,-0.102275,-0.010868
3.31,0.0156719,0.00696986,-0.12371,-0.105365,-0.00746091
3.32,0.0147803,0.0067688,-0.134312,-0.105173,-0.00284059
3.33,0.0140714,0.00807873,-0.145044,-0.102087,0.000845422
3.34,0.0127435,0.0072582,-0.157383,-0.0983053,0.00590711
3.35,0.0132026,0.00873513,-0.166491,-0.0946241,0.0114057
3.36,0.0135713,0.00728077,-0.176838,-0.0884971,0.0158804
3.37,0.0137672,0.0166515,-0.185946,-0.079121,0.0206374
3.38,0.0151526,0.0141497,-0.191854,-0.0711655,0.0257342
3.39,0.0156156,0.0241688,-0.190007,-0.0648561,0.0285788
3.4,0.0160864,0.033937,-0.189593,-0.0618065,0.0299979
3.41,0.0175788,0.0443872,-0.183273,-0.0559016,0.0294435
3.42,0.0212368,0.0511143,-0.176684,-0.0555512,0.0313229
3.43,0.0256473,0.057143,-0.157102,-0.0525026,0.0234719
3.44,0.0291928,0.0603103,-0.14013,-0.0528172,0.0171577
3.45,0.0337267,0.0620517,-0.112681,-0.0594395,0.0031819
3.46,0.0401597,0.0704683,-0.101465,-0.0586209,-0.00813529
3.47,0.0473401,0.0707611,-0.0678531,-0.0583981,-0.0272861
3.48,0.050328,0.0718347,-0.0332887,-0.0545157,-0.0384462
3.49,0.0510669,0.0701241,-0.0242742,-0.0378278,-0.0379775
3.5,0.0513081,0.063455,-0.0112526,-0.0391097,-0.0357881
3.51,0.0501252,0.0613072,0.0102739,-0.0410183,-0.0401362
3.52,0.0435013,0.0660053,0.0186291,-0.0461944,-0.034598
3.53,0.0461694,0.0576178,0.021616,-0.0485858,-0.0359025
3.54,0.0349897,0.0626531,0.0235139,-0.0534256,-0.0303024
3.55,0.028964,0.0801459,0.026545,-0.0540655,-0.0274133
3.56,0.0350556,0.0808006,0.0236,-0.0448729,-0.0231612
3.57,0.0366779,0.0805137,0.022697,-0.0439247,-0.0196144
3.58,0.0343433,0.0831013,0.0190041,-0.0468124,-0.0204636
3.59,0.0391995,0.0759861,0.0101427,-0.046228,-0.0215745
3.6,0.0346322,0.0736287,0.0107349,-0.0475244,-0.022633
3.61,0.0343671,0.0707443,0.0138493,-0.0471313,-0.0205266
3.62,0.0341518,0.0679114,0.0101221,-0.044456,-0.0222695
3.63,0.0306975,0.067873,0.0154701,-0.0426649,-0.0234331
3.64,0.0306043,0.0663032,0.0148698,-0.037711,-0.0198195
3.65,0.0276259,0.0608371,0.0231675,-0.0398162,-0.0187235
3.66,0.0260375,0.0531038,0.0278428,-0.0371819,-0.0169547
3.67,0.0240742,0.0450147,0.0257299,-0.0335395,-0.0160787
3.68,0.0221941,0.0447728,0.0311971,-0.0307327,-0.0147259
3.69,0.0180982,0.0392164,0.0316459,-0.0241784,-0.0109162
3.7,0.0153688,0.0321668,0.027803,-0.0186651,-0.0085786
3.71,0.0120553,0.0292457,0.0281085,-0.0172411,-0.00772753
3.72,0.0103257,0.0277523,0.0289448,-0.0212013,-0.00737238
3.73,0.0102145,0.0271535,0.0327286,-0.0229036,-0.00737739
3.74,0.0113677,0.0330281,0.0310283,-0.0292914,-0.00745698
3.75,0.0141072,0.0417201,0.036686,-0.0435367,-0.00936362
3.76,0.0182838,0.050243,0.0220248,-0.048094,-0.0141149
3.77,0.0288732,0.0554156,0.0245506,-0.0498496,-0.0171901
3.78,0.0293143,0.061868,0.0405847,-0.0508201,-0.0267912
3.79,0.0252122,0.0732086,0.0188105,-0.0567016,-0.0379643
3.8,0.0250463,0.08516,0.0305939,-0.0531108,-0.0438802
3.81,0.0233749,0.0865951,0.0460149,-0.0621745,-0.0403039
3.82,0.0261762,0.0852859,0.0532115,-0.0746729,-0.0297286
3.83,0.0247451,0.0837345,0.0382731,-0.0796559,-0.0239741
3.84,0.0263181,0.0851153,0.0242547,-0.0791414,-0.0283188
3.85,0.023846,0.0848251,0.0165013,-0.0791844,-0.0224075
3.86,0.0293076,0.0829204,0.0179989,-0.0723846,-0.0218076
3.87,0.028782,0.0846704,0.0188094,-0.071233,-0.0185699
3.88,0.0283083,0.0854963,0.0235251,-0.0699935,-0.0200187
3.89,0.0274081,0.0823675,0.0132238,-0.0720518,-0.0207279
3.9,0.0284305,0.0796442,0.00617303,-0.069088,-0.0188418
3.91,0.0295267,0.0812095,0.00905539,-0.0616019,-0.0154983
3.92,0.0281084,0.0832504,0.00366747,-0.0623523,-0.0144944
3.93,0.0264,0.0815984,0.0063827,-0.0554906,-0.0135016
3.94,0.0265464,0.0865714,0.0144328,-0.0540762,-0.0124698
3.95,0.0251532,0.0866693,0.00868109,-0.0513269,-0.0111477
3.96,0.0241532,0.0898445,0.0131408,-0.05017,-0.00904443
3.97,0.0221493,0.0928444,0.0139537,-0.0490611,-0.00645108
3.98,0.0219168,0.0949917,0.0150222,-0.0471377,-0.00431668
3.99,0.0190818,0.095986,0.0131095,-0.0464143,-0.00122082
4,0.0162169,0.09916,0.011326,-0.0435326,0.00129416
4.01,0.0123511,0.0994929,0.0101144,-0.0403158,0.00458253
4.02,0.00869113,0.100382,0.00502291,-0.0378396,0.00829058
4.03,0.00452971,0.10138,0.0115992,-0.0370818,0.0123015
4.04,0.00215223,0.102816,0.00239342,-0.035631,0.0149576
4.05,-0.000251215,0.103545,-0.00719068,-0.0391358,0.0176136
4.06,-0.000241366,0.102664,-0.0100582,-0.0425097,0.018821
4.07,-0.00343828,0.106155,0.000121048,-0.0488516,0.0154185
4.08,0.0087841,0.108323,-0.00572417,-0.0421763,0.0152015
4.09,0.00746278,0.0999355,0.00780214,-0.0470561,0.00891284
4.1,0.00883402,0.0998597,0.00693978,-0.0464737,-0.000749464
4.11,0.011798,0.0769612,0.0064329,-0.043667,-0.014104
4.12,0.0178106,0.0697326,0.00453909,-0.0439588,-0.0136993
4.13,0.0290795,0.0617759,-0.00259656,-0.0515389,-0.0173484
4.14,0.0368715,0.0361892,0.00365745,-0.0437708,-0.0350813
4.15,0.0364379,0.0202498,0.000438956,-0.047594,-0.0387179
4.16,0.0366315,0.0245027,0.00403192,-0.0420521,-0.0360749
4.17,0.0383268,0.0173345,-0.00241678,-0.0449228,-0.0427174
4.18,0.041323,0.0214529,-0.00466916,-0.0502372,-0.0421083
4.19,0.0355906,0.0170259,-0.00738787,-0.0583552,-0.0364156
4.2,0.0313557,0.00919516,-0.000623471,-0.0606813,-0.0302137
4.21,0.0302412,0.0160678,-0.00297341,-0.0547634,-0.023163
4.22,0.0238062,0.0132481,-0.00757789,-0.0463425,-0.021108
4.23,0.0119759,0.029499,-0.00734814,-0.0467627,-0.0162788
4.24,0.0123901,0.0196496,-0.00594542,-0.050671,-0.0204222
4.25,0.00884056,0.0193002,-0.00692889,-0.0491356,-0.0221729
4.26,0.00570677,0.0222855,-0.0143183,-0.0477503,-0.0219368
4.27,0.00831407,0.0223156,-0.0104912,-0.0486416,-0.0238911
4.28,0.00700972,0.0209722,-0.0122489,-0.0437534,-0.0238148
4.29,0.0100234,0.0287378,-0.0060622,-0.0501889,-0.0221774
4.3,0.0112206,0.0262865,-0.00607086,-0.0495774,-0.0206135
4.31,0.0127745,0.0191685,-0.0041069,-0.0491757,-0.0230152
4.32,0.0125427,0.016547,-0.0019204,-0.0464566,-0.0219461
4.33,0.00950377,0.0107763,0.00258919,-0.0443228,-0.0227626
4.34,0.00761767,0.00649799,0.00161714,-0.0430594,-0.0212027
4.35,0.00497818,-0.000490902,0.00738605,-0.0361546,-0.0209707
4.36,0.00452538,-0.00434399,0.0127537,-0.0317002,-0.0219099
4.37,0.00417344,-0.00763562,0.0185502,-0.028167,-0.0223841
4.38,0.00233638,-0.0172066,0.0294623,-0.0230651,-0.0213557
4.39,0.00202098,-0.0231887,0.0357896,-0.0170544,-0.0219615
4.4,0.00453696,-0.0271878,0.0396349,-0.0138319,-0.0252182
4.41,0.0116991,-0.024194,0.0394704,-0.0161827,-0.0296921
4.42,0.0204832,-0.0133424,0.0390304,-0.0275812,-0.029192
4.43,0.0232169,0.00220802,0.0126615,-0.0422989,-0.0233412
4.44,0.0202674,0.021769,0.00280508,-0.0507694,-0.023889
4.45,0.0207044,0.0480972,-0.0281494,-0.0575409,-0.0238632
4.46,0.0243204,0.0635391,-0.044711,-0.0713047,-0.0243912
4.47,0.0256055,0.0779022,-0.0468023,-0.0860972,-0.0276637
4.48,0.0276049,0.0774813,-0.0595855,-0.0927563,-0.0285247
4.49,0.0267796,0.0762137,-0.069378,-0.092172,-0.0326403
4.5,0.0273332,0.0842283,-0.0687205,-0.0990448,-0.0331545
4.51,0.0249223,0.0793494,-0.0695787,-0.0998483,-0.0326662
4.52,0.0263971,0.0768153,-0.0676261,-0.101026,-0.0271548
4.53,0.0251632,0.071824,-0.0476554,-0.107112,-0.0301593
4.54,0.0254212,0.0682474,-0.0514622,-0.102705,-0.0345293
4.55,0.0219633,0.060791,-0.0478774,-0.103164,-0.03762
4.56,0.0193357,0.052338,-0.0451832,-0.0987482,-0.0376551
4.57,0.0174975,0.0446764,-0.0429043,-0.10005,-0.0345342
4.58,0.0134473,0.0447762,-0.0419231,-0.0998534,-0.0315907
4.59,0.0135745,0.0464378,-0.0410285,-0.0964696,-0.0300836
4.6,0.0150642,0.0489878,-0.0440476,-0.0964702,-0.0288215
4.61,0.0147841,0.0477272,-0.0475968,-0.101186,-0.0272312
4.62,0.0155096,0.0560977,-0.0471336,-0.105977,-0.0255879
4.63,0.0171478,0.0595302,-0.0525091,-0.109022,-0.0223975
4.64,0.017342,0.0653821,-0.0580315,-0.113054,-0.0182659
4.65,0.0172711,0.0730465,-0.0677685,-0.113496,-0.0150733
4.66,0.0166305,0.0847118,-0.0696751,-0.116099,-0.0126247
4.67,0.0163429,0.0915232,-0.0721733,-0.117137,-0.00876243
4.68,0.0147033,0.101184,-0.072419,-0.115823,-0.003697
4.69,0.0120834,0.113236,-0.0659413,-0.112654,0.00142795
4.7,0.00864459,0.121108,-0.054897,-0.105685,0.00508927
4.71,0.00555216,0.127719,-0.0432076,-0.0973373,0.00573552
4.72,0.00205133,0.136898,-0.0297056,-0.0947708,0.00718343
4.73,-0.000326265,0.139919,-0.00928249,-0.0885864,0.0032693
4.74,-0.000125229,0.146226,0.0118882,-0.0877497,-0.00362811
4.75,-0.000597037,0.138335,0.0234433,-0.0784883,-0.00893415
4.76,-0.00137166,0.125914,0.0353007,-0.0781755,-0.0100962
4.77,0.00151017,0.109022,0.0383141,-0.0615485,-0.0132291
4.78,0.00549981,0.0911509,0.0433841,-0.0458001,-0.0188293
4.79,0.0138409,0.0729972,0.0464498,-0.0229026,-0.0249466
4.8,0.0180432,0.0595045,0.053865,-0.0329287,-0.0214991
4.81,0.010997,0.0503422,0.054916,-0.0092024,-0.0306444
4.82,0.0356719,0.0289155,0.0606991,0.00487322,-0.027939
4.83,0.0263753,0.00990012,0.0514899,-0.00133368,-0.0333543
4.84,0.0325014,0.00828296,0.048373,-0.000767825,-0.0256834
4.85,0.0237968,0.000670344,0.0492143,0.00115792,-0.0304528
4.86,0.0211948,-0.00462972,0.0463992,-0.00198284,-0.0294782
4.87,0.0183701,-0.00610808,0.0463786,-0.0132966,-0.0278261
4.88,0.017712,-0.0077218,0.0347897,-0.0124735,-0.033392
4.89,0.0182415,-0.0157264,0.0302371,-0.0162575,-0.0254368
4.9,0.0103395,-0.00946638,0.0363965,-0.00706979,-0.0223197
4.91,0.0127605,-0.0139757,0.0317538,-0.00344161,-0.0223006
4.92,0.0121309,-0.00747752,0.0271941,-0.0106654,-0.0166554
4.93,0.00937933,-0.00694278,0.0225816,-0.0110967,-0.0186541
4.94,0.0101727,-0.00452164,0.0195587,-0.0153859,-0.0217202
4.95,0.0083992,-0.00261607,0.0195499,-0.0181459,-0.0218241
4.96,0.00545762,0.000776961,0.0200709,-0.0204891,-0.0197511
4.97,0.00471853,0.00725297,0.0211068,-0.0275143,-0.0199549
4.98,0.00386297,0.0110099,0.0184509,-0.03034,-0.0191178
4.99,0.00419323,0.0122034,0.0182969,-0.0358662,-0.0180497
5,0.00735453,0.0175364,0.0178601,-0.0380034,-0.0154681
5.01,0.0128595,0.0292439,0.0170034,-0.040872,-0.0147649
5.02,0.0146319,0.0383646,0.0194387,-0.0394538,-0.0133641
5.03,0.0229379,0.0483329,0.0189444,-0.0431488,-0.0137942
5.04,0.0252427,0.0532346,0.0215592,-0.0462241,-0.00749177
5.05,0.0278763,0.0564072,0.0209598,-0.0487232,-0.00489304
5.06,0.0267907,0.0626836,0.0205469,-0.0459416,-0.001483
5.07,0.0289242,0.0667946,0.0181107,-0.0456254,-0.000181177
5.08,0.0280633,0.0700245,0.0143406,-0.033321,-0.00105121
5.09,0.0304326,0.0699797,0.0103674,-0.0201996,-0.000621236
5.1,0.0349622,0.0718915,0.0194816,-0.00662472,-6.83862e-05
5.11,0.0383116,0.0732743,0.0304189,-0.00641468,-0.00229886
5.12,0.0405561,0.0711194,0.0378147,-0.00107572,-0.00666648
5.13,0.0414181,0.0739656,0.0470958,0.00848264,-0.0134697
5.14,0.0446517,0.0797868,0.0594373,0.0337154,-0.015
5.15,0.0502136,0.0818511,0.076426,0.0533412,-0.0284543
5.16,0.0551673,0.0886805,0.0845303,0.0634491,-0.0354318
5.17,0.0564083,0.0966753,0.096576,0.0530845,-0.0421996
5.18,0.0607034,0.0982293,0.103193,0.0499406,-0.0418616
5.19,0.0639798,0.0996405,0.115453,0.0468933,-0.0330065
5.2,0.0653775,0.103872,0.116149,0.0280113,-0.0259571
5.21,0.0676429,0.108448,0.122708,0.027701,-0.0160009
5.22,0.0688679,0.107142,0.120151,0.0210316,-0.00784859
5.23,0.0693667,0.108195,0.119103,0.018552,-0.00647959
5.24,0.0675006,0.109456,0.118257,0.0154084,-0.00376773
5.25,0.0620135,0.105387,0.114844,0.0111874,-0.00018963
5.26,0.0587917,0.101374,0.110985,0.0157397,0.000190944
5.27,0.0493546,0.09605,0.109726,0.0172382,-0.000226689
5.28,0.040815,0.0863445,0.108665,0.0188563,0.000266528
5.29,0.0315059,0.0751839,0.106247,0.019461,0.000858709
5.3,0.0200504,0.0659504,0.107679,0.0209731,0.00212653
5.31,0.0105157,0.0542823,0.11293,0.024283,0.00264067
5.32,0.00770437,0.0437923,0.115274,0.0277284,0.003232
5.33,0.00122808,0.0284855,0.119784,0.0263447,0.0045087
5.34,-0.00958647,0.0157593,0.120322,0.0288344,0.00516859
5.35,-0.00954252,-0.000259157,0.120766,0.0306606,0.00605021
5.36,-0.00678314,-0.0131454,0.12144,0.0300531,0.00688021
5.37,-0.00256289,-0.0278213,0.122421,0.0309628,0.00897335
5.38,-0.010992,-0.0407111,0.121407,0.0310709,0.0111815
5.39,-0.0118398,-0.0496162,0.116792,0.0330066,0.010917
5.4,-0.0145517,-0.0548325,0.116214,0.0296901,0.0108046
5.41,-0.00532773,-0.0565367,0.0951683,0.018707,0.0071753
5.42,-0.00136827,-0.055928,0.0951389,0.0125614,0.00523905
