date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
6.56,-0.0345948,0.252429,0.448176,0.160964,-0.110835
6.57,-0.0354723,0.226011,0.389424,0.139634,-0.121813
6.58,-0.0537476,0.207585,0.350162,0.109633,-0.139554
6.59,-0.0807758,0.181844,0.336376,0.0904232,-0.159227
6.6,-0.099698,0.138609,0.33229,0.0742994,-0.176837
6.61,-0.119177,0.112058,0.329546,0.0765185,-0.186815
6.62,-0.136503,0.0742902,0.265553,0.0909224,-0.198551
6.63,-0.154339,0.0386053,0.204746,0.0650943,-0.207559
6.64,-0.176643,0.0103157,0.131717,0.054585,-0.213749
6.65,-0.205931,-0.0262091,0.0942709,0.030386,-0.222966
6.66,-0.232957,-0.0522711,0.0917453,0.0243427,-0.232768
6.67,-0.255725,-0.0591817,0.157097,0.0294714,-0.238748
6.68,-0.281145,-0.0485365,0.259005,0.0419267,-0.234271
6.69,-0.28809,0.00146476,0.375959,0.0730884,-0.204067
6.7,-0.269521,0.0912939,0.493411,0.108996,-0.166702
6.71,-0.239545,0.167919,0.621335,0.14941,-0.115426
6.72,-0.204594,0.277926,0.675652,0.167259,-0.074315
6.73,-0.163162,0.288327,0.668968,0.175096,-0.0511145
6.74,-0.108102,0.262627,0.628001,0.189078,-0.0273908
6.75,-0.053564,0.244524,0.56498,0.197473,-0.0178772
6.76,-0.0429053,0.217831,0.464299,0.195265,-0.00726169
6.77,-0.0372231,0.180534,0.393125,0.181995,-0.00764583
6.78,-0.0492159,0.140779,0.405335,0.175454,-0.0183313
6.79,-0.0821081,0.129898,0.483434,0.168025,-0.0327836
6.8,-0.110566,0.150599,0.573512,0.159773,-0.0503196
6.81,-0.0988365,0.190115,0.650409,0.143875,-0.0706259
6.82,-0.0956982,0.217442,0.601069,0.126678,-0.0895653
6.83,-0.082745,0.214115,0.445514,0.100728,-0.110056
6.84,-0.0594769,0.209877,0.390958,0.0818704,-0.13066
6.85,-0.0603361,0.214947,0.38797,0.0577226,-0.148525
6.86,-0.0588269,0.22235,0.437477,0.0449307,-0.166953
6.87,-0.071938,0.22687,0.489592,0.0541554,-0.178638
6.88,-0.0977038,0.235234,0.582616,0.0660623,-0.192531
6.89,-0.106324,0.25332,0.637844,0.0731965,-0.20734
6.9,-0.112076,0.258525,0.607284,0.0859077,-0.221934
6.91,-0.128294,0.235963,0.485074,0.0588392,-0.231745
6.92,-0.161778,0.202628,0.323696,0.0422365,-0.249376
6.93,-0.216428,0.134023,0.1863,0.000514581,-0.270622
6.94,-0.278455,0.0780013,0.137646,-0.0536913,-0.298624
6.95,-0.355972,0.0199507,0.0489311,-0.0908635,-0.327418
6.96,-0.446812,-0.0362744,0.00780501,-0.125476,-0.360367
6.97,-0.527752,-0.0826996,-0.0067361,-0.165547,-0.396326
6.98,-0.609283,-0.126268,0.000475705,-0.203615,-0.434841
6.99,-0.674382,-0.151618,-0.00508987,-0.211671,-0.467393
7,-0.705876,-0.161221,0.113695,-0.163974,-0.47457
7.01,-0.696083,-0.110758,0.299342,-0.0906182,-0.406092
7.02,-0.65434,-1.64126e-05,0.490386,0.0168338,-0.352639
7.03,-0.528356,0.129069,0.650834,0.106073,-0.274927
7.04,-0.38111,0.229047,0.727475,0.229866,-0.194576
7.05,-0.299893,0.253326,0.835402,0.339217,-0.153006
7.06,-0.246531,0.267154,0.90227,0.354294,-0.0984351
7.07,-0.188376,0.257118,0.90682,0.361949,-0.0748787
7.08,-0.144036,0.226038,0.686764,0.339674,-0.0593644
7.09,-0.118647,0.177642,0.512166,0.280125,-0.0670057
7.1,-0.106829,0.130588,0.411317,0.225951,-0.093462
7.11,-0.108299,0.102468,0.39303,0.182337,-0.128952
7.12,-0.10909,0.107601,0.422,0.152398,-0.164979
7.13,-0.118212,0.125223,0.514,0.177428,-0.183518
7.14,-0.119277,0.159175,0.622794,0.225788,-0.19093
7.15,-0.122672,0.207029,0.727521,0.273148,-0.190134
7.16,-0.118383,0.255729,0.820615,0.270802,-0.183531
7.17,-0.116508,0.281414,0.830844,0.211702,-0.175314
7.18,-0.109271,0.274078,0.681961,0.156802,-0.167227
7.19,-0.109278,0.215275,0.481391,0.0961864,-0.163868
7.2,-0.127161,0.143482,0.328715,0.0542691,-0.171215
7.21,-0.161415,0.0770015,0.191929,0.0151261,-0.179411
7.22,-0.214412,0.0254608,0.167793,-0.0134132,-0.197969
7.23,-0.270453,-0.0239943,0.126769,-0.0301129,-0.213928
7.24,-0.323284,-0.05973,0.135562,-0.0387373,-0.229625
7.25,-0.375921,-0.0764122,0.150092,-0.0455845,-0.244229
7.26,-0.42387,-0.0721031,0.208331,-0.0487862,-0.272567
7.27,-0.463262,-0.0372458,0.273625,-0.0392041,-0.287069
7.28,-0.463723,0.0301181,0.320394,-0.0197739,-0.277142
7.29,-0.425571,0.156811,0.33416,0.00453847,-0.252086
7.3,-0.34982,0.276974,0.362574,0.050936,-0.214998
7.31,-0.265776,0.329775,0.369213,0.0955136,-0.172816
7.32,-0.164759,0.361086,0.396227,0.136583,-0.12785
7.33,-0.104836,0.36919,0.419425,0.149609,-0.0996695
7.34,-0.0448662,0.366936,0.418624,0.140994,-0.0832685
7.35,-0.0183282,0.34218,0.38197,0.103245,-0.0795239
7.36,0.00170355,0.294359,0.31123,0.0369877,-0.100547
7.37,0.00810869,0.233983,0.242692,-0.00385475,-0.127056
7.38,-0.00391667,0.177653,0.174755,-0.0598516,-0.156129
7.39,-0.0213895,0.13679,0.175616,-0.10514,-0.193308
7.4,-0.034469,0.106987,0.21134,-0.136052,-0.234189
7.41,-0.0495712,0.0945052,0.279933,-0.143623,-0.270425
7.42,-0.0625999,0.0911613,0.355106,-0.136129,-0.302852
7.43,-0.080988,0.110123,0.402466,-0.103549,-0.326953
7.44,-0.0919853,0.123843,0.427444,-0.0473222,-0.344299
7.45,-0.101791,0.129969,0.455376,-0.011188,-0.349687
7.46,-0.109834,0.139144,0.451571,0.0182441,-0.348858
7.47,-0.121173,0.134505,0.411191,0.0480087,-0.346417
7.48,-0.135134,0.11172,0.354311,0.038162,-0.348176
7.49,-0.155072,0.0684574,0.277334,0.00425151,-0.35965
7.5,-0.186464,0.0257805,0.198541,-0.0291378,-0.378409
7.51,-0.225188,-0.024897,0.126974,-0.0592206,-0.402089
7.52,-0.272756,-0.0706247,0.0729773,-0.096735,-0.424866
7.53,-0.322503,-0.119682,0.0330974,-0.138908,-0.451665
7.54,-0.371158,-0.159621,0.0126027,-0.150927,-0.469632
7.55,-0.411941,-0.177222,0.0192955,-0.157376,-0.50102
7.56,-0.445955,-0.181729,0.072581,-0.13805,-0.4959
7.57,-0.462731,-0.155509,0.167529,-0.0945782,-0.461641
7.58,-0.466989,-0.0946277,0.279379,-0.0314038,-0.390092
7.59,-0.45118,0.00350362,0.387211,0.0497649,-0.328239
7.6,-0.413627,0.0909913,0.445692,0.131267,-0.260114
7.61,-0.348356,0.107034,0.47343,0.204079,-0.191628
7.62,-0.29828,0.0966077,0.49549,0.254305,-0.148717
7.63,-0.250551,0.107678,0.518262,0.259729,-0.107436
7.64,-0.19257,0.107273,0.483818,0.233,-0.0879486
7.65,-0.138459,0.0961074,0.410196,0.186277,-0.0884501
7.66,-0.127419,0.0752826,0.312287,0.11925,-0.110952
7.67,-0.117209,0.0594776,0.260815,0.0439904,-0.146529
7.68,-0.111636,0.0515259,0.256142,-0.0100555,-0.188775
7.69,-0.121102,0.0425149,0.29459,-0.044884,-0.228423
7.7,-0.141684,0.0425986,0.348525,-0.0388208,-0.262985
7.71,-0.148079,0.0343678,0.402061,0.0173426,-0.282018
7.72,-0.164,0.0266821,0.435277,0.125497,-0.274163
7.73,-0.174694,0.0195781,0.448229,0.213497,-0.235895
7.74,-0.189572,0.0153685,0.460572,0.291694,-0.173295
7.75,-0.194484,-0.000930498,0.446704,0.339713,-0.09836
7.76,-0.20146,-0.0178505,0.395586,0.329475,-0.0447392
7.77,-0.214658,-0.0345552,0.3128,0.288065,-0.0398406
7.78,-0.238415,-0.0675036,0.241374,0.207756,-0.061644
7.79,-0.274221,-0.0976837,0.192111,0.140501,-0.0900368
7.8,-0.301447,-0.136549,0.157282,0.10274,-0.1061
7.81,-0.341387,-0.17942,0.136661,0.0930806,-0.118265
7.82,-0.383057,-0.216054,0.124356,0.102695,-0.127321
7.83,-0.42281,-0.24568,0.118891,0.1452,-0.134446
7.84,-0.456006,-0.264505,0.142983,0.193428,-0.130387
7.85,-0.474479,-0.267429,0.195331,0.262277,-0.123917
7.86,-0.494478,-0.250664,0.286168,0.332038,-0.110989
7.87,-0.498605,-0.211915,0.382084,0.394727,-0.0866365
7.88,-0.482229,-0.152207,0.421919,0.437071,-0.0652405
7.89,-0.44477,-0.085821,0.454831,0.447501,-0.0585185
7.9,-0.397342,-0.0100781,0.43915,0.400898,-0.0617754
7.91,-0.346369,0.0660112,0.393539,0.272066,-0.0770187
7.92,-0.295542,0.133636,0.347784,0.15379,-0.105163
7.93,-0.246952,0.168844,0.290206,0.139233,-0.13381
7.94,-0.201938,0.179247,0.248022,0.143351,-0.165861
7.95,-0.161027,0.167225,0.239039,0.231985,-0.192002
7.96,-0.132947,0.159127,0.24211,0.344234,-0.1994
7.97,-0.123676,0.158822,0.273539,0.405753,-0.174777
7.98,-0.115435,0.173849,0.311339,0.464281,-0.0682971
7.99,-0.10265,0.197345,0.340913,0.527001,0.0298781
8,-0.0940835,0.22258,0.379889,0.531806,0.0981683
8.01,-0.0812856,0.252092,0.408042,0.518237,0.115058
8.02,-0.0734602,0.271826,0.42152,0.469179,0.100246
8.03,-0.0656262,0.294093,0.408452,0.396813,0.0505454
8.04,-0.0624808,0.274849,0.378412,0.311282,-0.0147364
8.05,-0.0699059,0.266981,0.310398,0.169907,-0.0596809
8.06,-0.0885813,0.211406,0.233583,0.0784333,-0.107393
8.07,-0.116546,0.146683,0.146662,0.00446483,-0.15304
8.08,-0.166014,0.0820639,0.0640119,-0.0678359,-0.199091
8.09,-0.223299,0.00852716,0.000645512,-0.117135,-0.240484
8.1,-0.285556,-0.0870009,-0.0635037,-0.17601,-0.275867
8.11,-0.347806,-0.159761,-0.123318,-0.247245,-0.310178
8.12,-0.416632,-0.222205,-0.168113,-0.288032,-0.334463
8.13,-0.481869,-0.28603,-0.216653,-0.329254,-0.361706
8.14,-0.547587,-0.35195,-0.26306,-0.371458,-0.37599
8.15,-0.610473,-0.398809,-0.307788,-0.276171,-0.397595
8.16,-0.671576,-0.454137,-0.350244,-0.156487,-0.4053
8.17,-0.723152,-0.505357,-0.327938,-0.0577549,-0.41992
8.18,-0.721896,-0.549551,-0.198704,-0.0250965,-0.432686
8.19,-0.698766,-0.584131,-0.0333369,0.0304867,-0.453897
8.2,-0.681248,-0.548309,0.13103,0.11678,-0.483035
8.21,-0.629948,-0.427184,0.19476,0.198596,-0.499234
8.22,-0.571254,-0.304893,0.275932,0.234599,-0.509917
8.23,-0.48196,-0.193418,0.305275,0.205108,-0.540057
8.24,-0.417607,-0.137676,0.312357,0.143196,-0.55004
8.25,-0.354184,-0.0753715,0.290517,0.00456353,-0.555752
8.26,-0.323567,-0.0751518,0.257028,-0.182628,-0.55136
8.27,-0.327241,-0.0683488,0.22237,-0.301746,-0.546703
8.28,-0.309108,-0.0560229,0.296898,-0.3349,-0.5333
8.29,-0.31088,-0.0303632,0.48594,-0.263386,-0.471371
8.3,-0.308681,0.027975,0.695591,-0.14872,-0.422737
8.31,-0.296422,0.0691069,0.815095,-0.0450125,-0.367655
8.32,-0.282163,0.105025,0.85084,0.0149976,-0.329475
8.33,-0.266249,0.143493,0.826358,0.0220208,-0.271399
8.34,-0.238758,0.183121,0.822746,0.0408323,-0.208403
8.35,-0.231602,0.220385,0.814793,0.0875786,-0.161205
8.36,-0.222874,0.250645,0.826127,0.141006,-0.115822
8.37,-0.202481,0.275467,0.824645,0.186016,-0.0934448
8.38,-0.192127,0.27933,0.821338,0.216685,-0.0571176
8.39,-0.177914,0.291447,0.79346,0.238329,-0.0376216
8.4,-0.182578,0.276796,0.766863,0.264216,-0.0441176
8.41,-0.171369,0.273567,0.7385,0.282451,-0.0613199
8.42,-0.162246,0.260825,0.711788,0.29253,-0.0587049
8.43,-0.151593,0.264857,0.657346,0.282599,-0.0711036
8.44,-0.14332,0.253781,0.578049,0.276235,-0.103534
8.45,-0.156287,0.238447,0.531843,0.249768,-0.114606
8.46,-0.177735,0.22475,0.432547,0.220822,-0.14704
8.47,-0.216684,0.199295,0.343775,0.180292,-0.197887
8.48,-0.25611,0.18095,0.283253,0.141805,-0.248592
8.49,-0.309245,0.137014,0.229598,0.0920778,-0.297905
8.5,-0.366115,0.079965,0.173839,0.0468759,-0.349348
8.51,-0.428532,0.0165295,0.136491,-0.00458332,-0.40881
8.52,-0.509492,-0.0386318,0.118977,-0.0393458,-0.463332
8.53,-0.59152,-0.0929267,0.0812851,-0.0708031,-0.533064
8.54,-0.672761,-0.142501,0.062535,-0.086834,-0.601926
8.55,-0.75402,-0.179199,0.051059,-0.0993102,-0.66587
8.56,-0.815581,-0.199693,0.0626708,-0.0944191,-0.69775
8.57,-0.877407,-0.171455,0.103173,-0.0309791,-0.710758
8.58,-0.862898,-0.0927628,0.176079,0.0599811,-0.675861
8.59,-0.787274,0.0418053,0.28534,0.172781,-0.440528
8.6,-0.720693,0.190215,0.403578,0.262434,-0.285399
8.61,-0.679629,0.28724,0.488876,0.33557,-0.148358
8.62,-0.615615,0.389346,0.567329,0.409718,-0.0164049
8.63,-0.526396,0.419606,0.627334,0.434055,0.0647919
8.64,-0.392275,0.438856,0.664322,0.435034,0.116088
8.65,-0.302489,0.440065,0.690213,0.399868,0.138011
8.66,-0.239691,0.382881,0.600923,0.346809,0.122426
8.67,-0.178056,0.311007,0.377569,0.260926,0.0827142
8.68,-0.184966,0.220433,0.233889,0.175309,0.0431097
8.69,-0.190871,0.143482,0.153196,0.113707,0.0164803
8.7,-0.21484,0.0961019,0.096609,0.0800088,-0.00102173
8.71,-0.212743,0.0771827,0.499886,0.114981,-0.00966108
8.72,-0.22719,0.0925811,0.608845,0.202665,-0.0117858
8.73,-0.223212,0.111911,0.616999,0.280538,-0.0134225
8.74,-0.220946,0.14014,0.65965,0.329945,-0.0160129
8.75,-0.215666,0.166197,0.671044,0.368645,-0.0260926
8.76,-0.223488,0.173974,0.637179,0.373292,-0.0384345
8.77,-0.236404,0.188831,0.545604,0.328761,-0.0636331
8.78,-0.246544,0.151691,0.446836,0.236333,-0.0948816
8.79,-0.283564,0.0974401,0.330171,0.145598,-0.138438
8.8,-0.32335,0.01926,0.227476,0.0791443,-0.19211
8.81,-0.380552,-0.0452848,0.152643,0.0129143,-0.242679
8.82,-0.431857,-0.106353,0.0886818,-0.0390409,-0.28685
8.83,-0.492448,-0.166211,0.0378438,-0.0745886,-0.335805
8.84,-0.555727,-0.217907,-0.0171827,-0.100546,-0.377594
8.85,-0.606046,-0.263012,-0.0500569,-0.145651,-0.413004
8.86,-0.614468,-0.293908,-0.0603051,-0.163388,-0.4445
8.87,-0.566522,-0.293535,-0.000592435,-0.169282,-0.461661
8.88,-0.542791,-0.199874,0.115316,-0.0778272,-0.458939
8.89,-0.460847,-0.0715845,0.301188,0.026786,-0.441502
8.9,-0.389771,0.0816746,0.420939,0.177753,-0.361034
8.91,-0.325226,0.215576,0.523001,0.254675,-0.233752
8.92,-0.300206,0.3037,0.627629,0.325246,-0.138855
8.93,-0.272896,0.325629,0.7209,0.408545,-0.0690886
8.94,-0.264238,0.230673,0.76422,0.451011,-0.0142674
8.95,-0.237425,0.176551,0.733162,0.446279,0.0154073
8.96,-0.199799,0.163592,0.689533,0.425462,0.0218691
8.97,-0.182024,0.143521,0.63606,0.354205,0.0151225
8.98,-0.177834,0.103394,0.553866,0.277134,-0.00217271
8.99,-0.186954,0.047097,0.44822,0.200857,-0.0112221
9,-0.2081,-0.010132,0.358258,0.135676,-0.0248512
9.01,-0.235726,-0.0711427,0.311316,0.0902572,-0.0377066
9.02,-0.262477,-0.120048,0.254957,0.0819242,-0.047825
9.03,-0.287532,-0.146606,0.259837,0.105954,-0.0546799
9.04,-0.312654,-0.152055,0.373828,0.132235,-0.0578272
9.05,-0.329091,-0.145052,0.446413,0.1649,-0.0524034
9.06,-0.330914,-0.0973194,0.553176,0.184178,-0.0522902
9.07,-0.331152,-0.00247079,0.581134,0.19612,-0.0557791
9.08,-0.312495,0.131536,0.606219,0.194008,-0.0559897
9.09,-0.295171,0.258155,0.607429,0.190679,-0.0634186
9.1,-0.270562,0.404957,0.593332,0.179074,-0.0724859
9.11,-0.257604,0.506806,0.524975,0.156672,-0.0776746
9.12,-0.232318,0.552178,0.405059,0.124868,-0.095214
9.13,-0.250105,0.435818,0.319697,0.0969581,-0.116975
9.14,-0.263852,0.356838,0.229059,0.0502969,-0.135679
9.15,-0.305664,0.285645,0.165156,0.00703789,-0.156462
9.16,-0.343801,0.228438,0.106979,-0.0406812,-0.177296
9.17,-0.392448,0.189901,0.0589479,-0.0724323,-0.195133
9.18,-0.437068,0.135281,0.0393867,-0.0823258,-0.218911
9.19,-0.474967,0.100672,0.0393232,-0.0667339,-0.250223
9.2,-0.504817,0.0773553,0.0567184,-0.0453789,-0.280156
9.21,-0.528223,0.0749134,0.0964493,0.0228612,-0.304013
9.22,-0.551541,0.0768744,0.141966,0.11444,-0.319043
9.23,-0.566447,0.105408,0.201744,0.169554,-0.315314
9.24,-0.550122,0.162796,0.277442,0.248222,-0.323055
9.25,-0.499992,0.22035,0.355193,0.256212,-0.308352
9.26,-0.418896,0.290996,0.433079,0.228442,-0.281611
9.27,-0.339041,0.34111,0.481701,0.198436,-0.263012
9.28,-0.26685,0.39346,0.494013,0.11768,-0.25097
9.29,-0.231787,0.421448,0.453265,0.0354698,-0.266893
9.3,-0.190829,0.427086,0.359021,-0.0427788,-0.294283
9.31,-0.199721,0.39473,0.277342,-0.0990491,-0.313186
9.32,-0.238112,0.350021,0.232597,-0.157624,-0.328567
9.33,-0.283555,0.30174,0.25522,-0.185078,-0.33442
9.34,-0.330182,0.273118,0.343282,-0.195891,-0.342646
9.35,-0.391224,0.254608,0.475784,-0.112042,-0.333337
9.36,-0.426241,0.248456,0.624817,-0.0619159,-0.328187
9.37,-0.475604,0.222135,0.749772,-0.0202159,-0.297553
9.38,-0.516298,0.158357,0.744009,-0.0219903,-0.272532
9.39,-0.54255,0.0891225,0.492317,-0.0314699,-0.252817
9.4,-0.572612,0.0232006,0.358355,-0.012827,-0.228938
9.41,-0.552424,0.0116582,0.401365,0.0140398,-0.199345
9.42,-0.513722,0.0695918,0.503668,0.0576439,-0.15685
9.43,-0.470403,0.213898,0.550157,0.119542,-0.113033
9.44,-0.438767,0.342392,0.593079,0.177815,-0.0806743
9.45,-0.390356,0.449523,0.629176,0.226509,-0.0486783
9.46,-0.334716,0.487536,0.643316,0.267774,-0.0249713
9.47,-0.29136,0.491662,0.630132,0.287061,0.00575095
9.48,-0.24124,0.436488,0.548177,0.284634,0.0282859
9.49,-0.193036,0.38204,0.457234,0.249192,0.0295481
9.5,-0.168706,0.324102,0.395696,0.203587,0.0145008
9.51,-0.153035,0.294345,0.319098,0.156198,-0.015491
9.52,-0.146473,0.278265,0.299967,0.109382,-0.0555277
9.53,-0.154681,0.270116,0.30498,0.0746875,-0.0996237
9.54,-0.17039,0.249195,0.323778,0.0412993,-0.145006
9.55,-0.186088,0.228675,0.34211,0.0548152,-0.189229
9.56,-0.212496,0.201705,0.361225,0.0892424,-0.22614
9.57,-0.24417,0.171725,0.358948,0.125562,-0.250882
9.58,-0.280263,0.122494,0.358683,0.146739,-0.272104
9.59,-0.313491,0.0560353,0.335594,0.138582,-0.270856
9.6,-0.347937,-0.0197452,0.290865,0.102893,-0.233292
9.61,-0.382667,-0.0919805,0.237787,0.0756882,-0.206862
9.62,-0.405293,-0.172269,0.122704,0.0309322,-0.176342
9.63,-0.435926,-0.235446,0.0503431,-0.0197021,-0.157831
9.64,-0.458035,-0.300159,-0.0598168,-0.0643658,-0.125392
9.65,-0.482166,-0.364127,-0.14515,-0.107232,-0.134876
9.66,-0.498342,-0.403291,-0.211136,-0.126501,-0.140494
9.67,-0.524775,-0.431239,-0.305671,-0.128984,-0.155248
9.68,-0.547023,-0.488243,-0.359736,-0.10667,-0.158643
9.69,-0.543169,-0.519068,0.0241538,-0.0595423,-0.164347
9.7,-0.545957,-0.525226,0.347316,-0.0237102,-0.165313
9.71,-0.567237,-0.441435,0.534235,0.00903217,-0.165072
9.72,-0.577446,-0.209601,0.592717,0.0301083,-0.167495
9.73,-0.571191,-0.0163765,0.668336,0.0426376,-0.169856
9.74,-0.568306,0.148636,0.719272,0.0786803,-0.156355
9.75,-0.53897,0.229604,0.763018,0.122331,-0.133978
9.76,-0.506422,0.170003,0.747486,0.156871,-0.0889652
9.77,-0.476888,0.0917066,0.659972,0.196112,-0.0332667
9.78,-0.431385,0.0436459,0.562818,0.195951,-0.0103242
9.79,-0.392012,0.0217189,0.454799,0.181239,-0.0074063
9.8,-0.369552,-0.0269685,0.276121,0.147371,-0.0114368
9.81,-0.359294,-0.0901213,0.186207,0.106945,-0.0307414
9.82,-0.348355,-0.149622,0.11348,0.0619354,-0.0605287
9.83,-0.344804,-0.193039,0.0858368,0.0303981,-0.099361
9.84,-0.340805,-0.233141,0.0790641,-0.00496668,-0.145317
9.85,-0.344183,-0.26716,0.140393,-0.0355974,-0.185328
9.86,-0.353858,-0.263625,0.197643,-0.063159,-0.223868
9.87,-0.350128,-0.211112,0.270621,-0.0788579,-0.256252
9.88,-0.357308,-0.0353267,0.315492,-0.065068,-0.274988
9.89,-0.349435,0.14147,0.385121,-0.0410772,-0.290928
9.9,-0.331851,0.27948,0.472046,0.00113409,-0.286952
9.91,-0.303512,0.413568,0.5526,0.00874243,-0.301003
9.92,-0.259759,0.491102,0.529549,-0.00539918,-0.280945
9.93,-0.22582,0.478057,0.500906,0.0191239,-0.273808
9.94,-0.208242,0.418217,0.48164,0.0236943,-0.236133
9.95,-0.182873,0.281404,0.404188,0.0334902,-0.200651
9.96,-0.193179,0.190901,0.325558,0.0309771,-0.167437
9.97,-0.222833,0.10941,0.24552,0.0195409,-0.164533
9.98,-0.261638,0.0641463,0.193141,0.00231711,-0.181667
9.99,-0.304194,0.0299292,0.147277,-0.0217227,-0.204474
10,-0.341399,0.00976983,0.127921,-0.0387754,-0.217864
