date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
3.14,0.1043,0.544484,0.482551,-0.428775,-0.166485
3.15,0.110024,0.536936,0.610493,-0.432681,-0.152527
3.16,0.118182,0.530617,0.713954,-0.283705,-0.138783
3.17,0.127866,0.494526,0.790129,-0.13187,-0.126235
3.18,0.132022,0.485563,0.876783,-0.0416844,-0.12324
3.19,0.154195,0.481677,0.883111,-0.00413334,-0.11505
3.2,0.163456,0.450772,0.911261,0.0297587,-0.10345
3.21,0.166779,0.436529,0.97855,0.0856186,-0.129586
3.22,0.179815,0.39733,1.00913,0.129274,-0.16255
3.23,0.167892,0.359943,0.818177,0.099556,-0.16821
3.24,0.173179,0.246765,0.535178,0.00394069,-0.188519
3.25,0.151661,0.19702,0.291291,-0.156634,-0.184528
3.26,0.149237,0.201948,0.159842,-0.281062,-0.160782
3.27,0.131595,0.26534,0.068969,-0.416916,-0.149731
3.28,0.12993,0.326693,-0.0584332,-0.451138,-0.148239
3.29,0.128867,0.335288,-0.0951145,-0.469636,-0.173444
3.3,0.114238,0.338003,-0.0963397,-0.484568,-0.190457
3.31,0.12202,0.34126,-0.0728644,-0.500852,-0.232857
3.32,0.124672,0.334184,-0.0692137,-0.517196,-0.230284
3.33,0.115937,0.332953,-0.15524,-0.55054,-0.250104
3.34,0.114299,0.343247,-0.280928,-0.543302,-0.283294
3.35,0.131324,0.225597,-0.436508,-0.500551,-0.270615
3.36,0.15082,0.139192,-0.545116,-0.436249,-0.287648
3.37,0.151259,0.0525153,-0.718825,-0.423559,-0.276822
3.38,0.144709,0.0415715,-0.650842,-0.421096,-0.2563
3.39,0.12129,0.0647806,-0.565457,-0.432944,-0.255801
3.4,0.0968723,0.0999002,-0.373451,-0.461157,-0.24335
3.41,0.0903733,0.130409,-0.283482,-0.497971,-0.239765
3.42,0.0874498,0.145776,-0.0143943,-0.528834,-0.208787
3.43,0.0722588,0.191333,0.0962078,-0.507891,-0.177261
3.44,0.0536175,0.224675,0.168876,-0.492974,-0.169977
3.45,0.030143,0.193848,0.181421,-0.435375,-0.12233
3.46,0.00478002,0.181897,0.163846,-0.331036,-0.0857251
3.47,0.032495,0.170882,0.242713,-0.282195,-0.0770468
3.48,0.0375814,0.124507,0.228945,-0.150357,-0.0731326
3.49,0.0485412,0.128258,0.291804,-0.082685,-0.0601918
3.5,0.0648166,0.183618,0.356709,-0.000411406,-0.0754493
3.51,0.0721479,0.232768,0.36819,0.0231033,-0.146493
3.52,0.0838725,0.193353,0.317323,0.0135492,-0.138278
3.53,0.096829,0.106954,0.174516,-0.0753692,-0.117979
3.54,0.0824124,0.0439083,-0.0650562,-0.138752,-0.0890555
3.55,0.0654812,0.00245782,-0.165865,-0.217947,-0.061715
3.56,0.0265265,0.0866864,-0.295063,-0.321337,-0.0881577
3.57,0.029213,0.280322,-0.401503,-0.385581,-0.104443
3.58,0.0265968,0.281033,-0.382034,-0.422875,-0.108816
3.59,0.00925045,0.253475,-0.341516,-0.481123,-0.0788724
3.6,0.0198931,0.226218,-0.328601,-0.491201,-0.0723151
3.61,0.0356479,0.181922,-0.336133,-0.481471,-0.0828352
3.62,0.032739,0.168698,-0.233176,-0.482042,-0.0638787
3.63,0.0272145,0.167516,-0.276842,-0.479288,-0.0828496
3.64,0.0623529,0.174111,-0.200413,-0.412655,-0.0833458
3.65,0.0815461,0.226157,-0.0993934,-0.353997,-0.100035
3.66,0.0835546,0.235614,0.0730021,-0.276753,-0.0958538
3.67,0.0643208,0.212223,0.213194,-0.156232,-0.121179
3.68,0.0397216,0.0878044,0.218835,-0.130414,-0.131688
3.69,0.0136904,-0.0145451,0.0115468,-0.0848236,-0.142597
3.7,0.00286489,0.102213,-0.258297,-0.0627789,-0.127082
3.71,-0.0375267,0.160087,-0.424015,-0.0844305,-0.100637
3.72,-0.00632741,-0.106181,-0.554521,-0.159364,-0.0923421
3.73,-0.00868103,-0.386949,-0.753353,-0.274264,-0.0734496
3.74,-0.00644438,-0.489022,-0.853509,-0.462411,-0.0477598
3.75,-0.00450125,-0.503207,-0.880907,-0.499638,-0.0244585
3.76,0.0132123,-0.407232,-0.900731,-0.505026,-0.00922557
3.77,-0.0542846,-0.38097,-0.910294,-0.476883,0.00230339
3.78,-0.084941,-0.291314,-0.924254,-0.424779,-0.0240391
3.79,-0.0895235,-0.238664,-0.938305,-0.376604,-0.0227545
3.8,-0.0635704,-0.185732,-0.971728,-0.349023,-0.0489081
3.81,-0.0461766,-0.346273,-0.958092,-0.331478,-0.0686058
3.82,-0.0275041,-0.466786,-0.940172,-0.376874,-0.101016
3.83,0.00336255,-0.50575,-0.948624,-0.48723,-0.128276
3.84,0.0134577,-0.502268,-0.848828,-0.487843,-0.140379
3.85,0.0308663,-0.489401,-0.720847,-0.422337,-0.154027
3.86,0.0278079,-0.418031,-0.778439,-0.349558,-0.161273
3.87,-0.00319996,-0.376902,-0.936114,-0.34937,-0.15418
3.88,-0.01052,-0.307824,-1.03156,-0.411313,-0.16203
3.89,-0.000192767,-0.22277,-1.05157,-0.372115,-0.16051
3.9,0.0158824,-0.141793,-1.05281,-0.319809,-0.187699
3.91,0.0344326,-0.12492,-1.07018,-0.342708,-0.186712
3.92,0.036818,-0.0739441,-1.01004,-0.322094,-0.212637
3.93,0.0366589,0.0776789,-0.896875,-0.326363,-0.221502
3.94,0.0484951,0.236109,-0.744044,-0.388183,-0.219558
3.95,0.0527266,0.290204,-0.318207,-0.420818,-0.238145
3.96,0.0472891,0.297554,0.0793316,-0.457607,-0.241392
3.97,0.0351906,0.271267,-0.0133661,-0.414917,-0.219304
3.98,0.0215869,0.247949,-0.144846,-0.436628,-0.205497
3.99,0.0137933,0.210423,-0.246514,-0.444002,-0.184152
4,0.00914307,0.108093,-0.325424,-0.454626,-0.167907
4.01,0.00869046,-0.000377257,-0.527774,-0.460712,-0.163902
4.02,0.00130319,-0.0837556,-0.688442,-0.482966,-0.169095
4.03,-0.0113133,-0.143221,-0.83526,-0.490271,-0.170562
4.04,-0.0300462,-0.186212,-0.877601,-0.496602,-0.171349
4.05,-0.0522172,-0.121761,-0.889816,-0.473973,-0.167905
4.06,-0.0824496,-0.0298229,-0.824512,-0.456806,-0.158231
4.07,-0.102054,0.0972446,-0.642885,-0.431877,-0.14842
4.08,-0.111737,0.161942,-0.462018,-0.405984,-0.144598
4.09,-0.112841,0.134228,-0.413767,-0.383838,-0.125004
4.1,-0.103961,0.0546851,-0.36935,-0.378675,-0.109651
4.11,-0.0966803,0.065441,-0.385286,-0.389946,-0.102836
4.12,-0.0851327,0.0433539,-0.395234,-0.396752,-0.0909352
4.13,-0.0740241,-0.0259546,-0.349075,-0.407691,-0.0969375
4.14,-0.06523,-0.0661455,-0.330692,-0.437332,-0.104965
4.15,-0.0529032,-0.0861704,-0.446815,-0.422235,-0.107827
4.16,-0.0552852,-0.0829074,-0.505411,-0.446359,-0.108104
4.17,-0.0380019,-0.114068,-0.426654,-0.444297,-0.115837
4.18,-0.0300018,-0.168921,-0.504568,-0.43638,-0.122382
4.19,-0.02267,-0.181054,-0.511686,-0.449157,-0.118875
4.2,-0.0118742,-0.163232,-0.476079,-0.407942,-0.119369
4.21,-0.00603452,-0.100308,-0.520375,-0.410394,-0.123759
4.22,0.000842669,-0.0719925,-0.485252,-0.357849,-0.12183
4.23,0.0126951,-0.101616,-0.512487,-0.327686,-0.109757
4.24,0.027489,-0.0539811,-0.508213,-0.304441,-0.0962999
4.25,0.0395572,0.0414544,-0.389172,-0.278312,-0.0909754
4.26,0.0502434,0.172358,-0.429658,-0.25667,-0.073806
4.27,0.0493427,0.237383,0.274057,-0.213068,-0.0658407
4.28,0.0467114,0.289134,0.451361,0.0292569,-0.0199868
4.29,0.0413441,0.318367,0.567104,0.133138,-0.00764628
4.3,0.0629419,0.312917,0.56537,0.0718833,-0.00617432
4.31,0.0776905,0.29473,0.543354,-0.0923009,0.0132285
4.32,0.0892163,0.238786,0.186531,-0.156008,0.0399976
4.33,0.080836,0.18939,-0.0694785,-0.213746,0.0685748
4.34,0.0872445,0.160803,-0.18252,-0.227166,0.0726351
4.35,0.0957532,0.129298,-0.176457,-0.34657,0.00376513
4.36,0.122669,0.113059,-0.10614,-0.363245,-0.055269
4.37,0.122756,0.10543,-0.0327578,-0.401193,-0.103633
4.38,0.140574,0.101992,0.0285425,-0.331676,-0.137997
4.39,0.122098,0.12162,0.108942,0.106224,-0.180766
4.4,0.123734,0.138858,0.206195,0.645078,-0.265574
4.41,0.132827,0.170754,0.240322,0.787349,-0.340232
4.42,0.117973,0.192106,0.308413,0.686052,-0.142576
4.43,0.103618,0.219563,0.468235,0.569535,-0.0476848
4.44,0.10453,0.250024,0.584971,0.531705,-0.0991352
4.45,0.132663,0.267568,0.559152,0.366418,-0.0624795
4.46,0.140179,0.296409,0.577345,0.169436,-0.0806779
4.47,0.177045,0.318002,0.583998,0.0830001,-0.107504
4.48,0.190847,0.330386,0.668408,0.0595724,-0.103693
4.49,0.202132,0.338716,0.782954,-0.096816,-0.10931
4.5,0.216951,0.368533,0.820651,-0.0957239,-0.121585
4.51,0.226393,0.390029,0.727917,-0.162439,-0.132233
4.52,0.23585,0.418841,0.370346,-0.311022,-0.151157
4.53,0.227735,0.415966,-0.0378611,-0.407591,-0.142704
4.54,0.256922,0.331126,-0.44307,-0.459718,-0.150769
4.55,0.26465,0.110533,-0.656466,-0.456556,-0.15461
4.56,0.235197,0.019654,-0.734193,-0.441519,-0.135275
4.57,0.219502,0.0499485,-0.82729,-0.451561,-0.13148
4.58,0.215512,0.0782224,-0.898076,-0.468066,-0.136633
4.59,0.202372,0.0593239,-0.847868,-0.465487,-0.129224
4.6,0.187557,0.0582027,-0.894785,-0.462806,-0.126205
4.61,0.166716,0.0670456,-0.854854,-0.442357,-0.121504
4.62,0.154601,0.103141,-0.857944,-0.400987,-0.105799
4.63,0.139823,0.131248,-0.741402,-0.381416,-0.0907049
4.64,0.115881,0.159135,-0.618473,-0.347005,-0.0935396
4.65,0.1167,0.185184,-0.306933,-0.32666,-0.0962462
4.66,0.109989,0.207423,0.0703868,-0.306954,-0.0882116
4.67,0.0984788,0.236492,0.22827,-0.291312,-0.0862055
4.68,0.0801127,0.240369,0.300324,-0.286157,-0.0784177
4.69,0.0692175,0.234252,0.342449,-0.279465,-0.0796014
4.7,0.0663138,0.211849,0.293826,-0.256688,-0.0825454
4.71,0.0617809,0.194319,0.263016,-0.274492,-0.0855271
4.72,0.0622934,0.185848,0.207555,-0.255331,-0.0972288
4.73,0.0511005,0.175569,0.143682,-0.273617,-0.0990752
4.74,0.0397346,0.153137,0.105141,-0.30394,-0.105738
4.75,0.0341005,0.131384,0.050328,-0.32546,-0.118801
4.76,0.0317563,0.128377,0.0146023,-0.359055,-0.129023
4.77,0.0320584,0.112104,0.0402136,-0.404593,-0.140613
4.78,0.0202649,0.106103,-0.0582767,-0.42711,-0.150383
4.79,0.0344805,0.110389,-0.134002,-0.443914,-0.162832
4.8,0.0300979,0.106707,-0.180659,-0.440832,-0.161073
4.81,0.054183,0.0979373,-0.169973,-0.391745,-0.147469
4.82,0.0823356,0.0703742,-0.069902,-0.321943,-0.138889
4.83,0.102786,0.093364,0.0717806,-0.257158,-0.134539
4.84,0.114067,0.113468,0.179941,-0.171818,-0.143126
4.85,0.106395,0.135382,0.271518,-0.154253,-0.151702
4.86,0.0810592,0.158734,0.252394,-0.181316,-0.156326
4.87,0.0692157,0.156829,0.136259,-0.238676,-0.157277
4.88,0.0681572,0.188949,-0.10328,-0.29656,-0.144794
4.89,0.0629208,0.216731,-0.427624,-0.343124,-0.143542
4.9,0.0672187,0.269915,-0.634088,-0.37006,-0.121495
4.91,0.0845078,0.0731835,-0.749408,-0.380094,-0.103908
4.92,0.0873646,-0.521372,-0.905109,-0.380538,-0.0961867
4.93,0.0768341,-0.612701,-0.82476,-0.391357,-0.0910937
4.94,0.0849553,-0.297916,-0.709873,-0.395012,-0.0908686
4.95,0.0791929,0.121813,-0.584794,-0.423989,-0.0755909
4.96,0.0741712,0.293699,-0.369993,-0.359958,-0.0785741
4.97,0.0930652,0.334067,-0.143321,-0.337514,-0.0846386
4.98,0.0960168,0.346395,-0.022828,-0.19298,-0.094485
4.99,0.0979536,0.302374,0.0682472,-0.0782468,-0.0980589
5,0.0863926,0.265419,0.123447,-0.0151672,-0.0963268
5.01,0.0798274,0.219141,0.15803,0.0582491,-0.110706
5.02,0.0666011,0.234765,0.152489,0.104058,-0.109601
5.03,0.0526193,0.261506,0.0969009,0.120928,-0.0887361
5.04,0.0450814,0.338578,0.0214539,0.150567,-0.0606703
5.05,0.0383243,0.256267,-0.0236865,0.111953,-0.0446097
5.06,0.0323841,0.161405,-0.0436386,0.0922517,-0.0257157
5.07,0.0327244,0.167,-0.0651782,0.01725,-0.0133352
5.08,0.0468442,0.211712,-0.0719695,-0.0291064,0.0111034
5.09,0.0891318,0.23443,-0.0629684,-0.0936523,0.0316192
5.1,0.0664788,0.275109,-0.0441678,-0.109951,0.00474248
5.11,0.0736164,0.289833,-0.0198896,-0.125245,0.0191469
5.12,0.0695442,0.282471,0.0198512,-0.0934147,-0.011239
5.13,0.0697025,0.280094,0.0498532,-0.0740595,-0.0124052
5.14,0.0691025,0.23667,0.0728368,-0.0682002,-0.0263969
5.15,0.0721971,0.230251,0.0798182,-0.0228808,-0.040187
5.16,0.0622738,0.22632,0.0833485,-0.000235404,-0.0541553
5.17,0.0633862,0.187437,0.0591966,0.0241059,-0.0522422
5.18,0.0621213,0.106022,0.0764949,0.0696472,-0.0376998
5.19,0.0830951,0.0669111,0.0639634,0.0507911,-0.0122525
5.2,0.0805331,0.044499,0.119142,-0.0291121,0.0182963
5.21,0.0685464,0.116563,0.151634,-0.11876,0.00947357
5.22,0.0694825,0.200083,0.253293,-0.0943391,0.00956482
5.23,0.0676191,0.193567,0.344665,0.0150579,-0.0255438
5.24,0.075916,0.147728,0.435091,0.133046,-0.016778
5.25,0.0840093,0.162393,0.491433,0.189736,-0.0585486
5.26,0.100144,0.169289,0.529387,0.168756,-0.0824141
5.27,0.119524,0.150926,0.297436,0.0663846,-0.115895
5.28,0.177702,0.147457,-0.0776784,-0.046905,-0.124841
5.29,0.171665,0.184987,-0.308452,-0.188028,-0.114983
5.3,0.194873,0.130376,-0.437174,-0.325614,-0.11995
5.31,0.208426,0.0225997,-0.465211,-0.399363,-0.0974905
5.32,0.178857,-0.2263,-0.359515,-0.460598,-0.0980548
5.33,0.168052,-0.158167,-0.208656,-0.485879,-0.11732
5.34,0.153071,-0.0250592,-0.0450155,-0.411984,-0.0733161
5.35,0.178771,0.1418,0.130299,-0.219265,-0.0462963
5.36,0.182608,0.211596,0.337381,-0.115007,-0.0901549
5.37,0.195729,0.253448,0.468192,-0.0381667,-0.0944948
5.38,0.181892,0.297433,0.532497,0.0210378,-0.101738
5.39,0.193583,0.315047,0.59722,0.00244646,-0.11169
5.4,0.182792,0.33472,0.593523,-0.00795338,-0.115808
5.41,0.165428,0.317174,0.592678,-0.0605143,-0.101872
5.42,0.148698,0.294728,0.554885,-0.104504,-0.100896
5.43,0.13026,0.263508,0.510468,-0.125354,-0.120496
5.44,0.108303,0.251834,0.453985,-0.202924,-0.108277
5.45,0.0810525,0.223148,0.379723,-0.232179,-0.105259
5.46,0.0468075,0.187212,0.343711,-0.216592,-0.0787917
5.47,0.00310752,0.149329,0.202572,-0.237622,-0.061216
5.48,-0.0360394,0.104843,0.140758,-0.245782,-0.0438513
5.49,-0.0764317,0.0682591,-0.0246083,-0.23161,-0.0475976
5.5,-0.108299,0.0426352,-0.0885045,-0.252942,-0.0319173
5.51,-0.13426,0.0117887,-0.136337,-0.268977,-0.0432289
5.52,-0.141782,-0.0142152,-0.177149,-0.270528,-0.0443488
5.53,-0.150415,-0.0380697,-0.204013,-0.316918,-0.0583409
5.54,-0.156951,-0.0622049,-0.3403,-0.393151,-0.0323656
5.55,-0.165635,-0.0778639,-0.445442,-0.392456,-0.0284717
5.56,-0.178869,-0.160398,-0.526539,-0.281535,-0.0109089
5.57,-0.201528,-0.335006,-0.591303,-0.151735,-0.0247614
5.58,-0.178706,-0.43099,-0.650133,0.0114474,-0.0049093
5.59,-0.215075,-0.450044,-0.522016,-0.0107767,0.053048
5.6,-0.246422,-0.448104,-0.584074,-0.223858,0.0761757
5.61,-0.248357,-0.412959,-0.648538,-0.213219,0.0861328
5.62,-0.234775,-0.301432,-0.566602,-0.261007,0.0866948
5.63,-0.196053,-0.192511,-0.374212,-0.279371,0.0801557
5.64,-0.121915,-0.0722181,-0.197301,-0.313935,0.0861543
5.65,-0.0521345,0.059784,-0.092627,-0.354491,0.0461486
5.66,-0.0200517,0.137158,-0.109572,-0.30648,0.0250657
5.67,0.00215269,0.177094,-0.0084999,-0.270034,0.0129531
5.68,0.0184628,0.254082,-0.0620745,-0.262524,0.00479059
5.69,0.0316748,0.267021,-0.10093,-0.223724,-0.0200188
5.7,0.040467,0.297364,-0.13631,-0.219749,-0.0369495
5.71,0.0396645,0.318946,-0.17056,-0.217845,-0.0517404
5.72,0.03549,0.327359,-0.198055,-0.182552,-0.0607533
5.73,0.0340818,0.302516,-0.22252,-0.305357,-0.0620443
5.74,0.0224239,0.241997,-0.27104,-0.24057,-0.0472044
5.75,0.0166962,0.161656,-0.276357,-0.223665,-0.0449311
5.76,0.0141942,0.0139172,-0.294477,-0.13804,-0.0403537
5.77,0.014001,-0.117195,-0.284348,-0.0904285,-0.0297905
5.78,0.0171163,-0.22398,-0.260008,-0.0528546,-0.0330276
5.79,0.0279019,-0.337106,-0.253411,-0.038336,-0.0214942
5.8,0.0391073,-0.369168,-0.27742,0.0095326,-0.0134746
5.81,0.0434961,-0.370504,-0.283151,0.0481269,-0.0134363
5.82,0.0574323,-0.332399,-0.373148,0.0272459,-0.00996201
5.83,0.075418,-0.290334,-0.360245,-0.0288141,-0.0147419
5.84,0.0797682,-0.140232,-0.253674,-0.0923602,-0.0130545
5.85,0.0893844,0.0323705,0.066295,-0.127065,-0.0315044
5.86,0.0864289,0.161523,0.218327,-0.184179,-0.0474397
5.87,0.0798788,0.253151,0.381173,-0.185677,-0.105183
5.88,0.0677509,0.303404,0.465032,-0.0457701,-0.187861
5.89,0.0701299,0.331372,0.30456,0.0814928,-0.209972
5.9,0.0545491,0.31441,0.0555766,0.0566617,-0.210597
5.91,0.0378439,0.281545,0.0256399,-0.0867506,-0.21306
5.92,0.0378262,0.255792,0.0306771,-0.181502,-0.228568
5.93,0.0421024,0.234767,0.0171578,-0.291636,-0.208892
5.94,0.0512746,0.168303,-0.0424973,-0.435984,-0.233352
5.95,0.069032,0.125293,-0.20845,-0.571045,-0.252038
5.96,0.0787076,0.0615755,-0.357845,-0.63656,-0.255573
5.97,0.0871835,0.0707117,-0.487098,-0.590963,-0.245721
5.98,0.0904422,0.109078,-0.554829,-0.527671,-0.215175
5.99,0.08912,0.19047,-0.520462,-0.473348,-0.225708
6,0.0926382,0.275003,-0.425793,-0.479764,-0.214617
6.01,0.0994314,0.351257,-0.398419,-0.498334,-0.211074
6.02,0.103088,0.379219,-0.247164,-0.497506,-0.195777
6.03,0.108298,0.400353,-0.0896238,-0.492755,-0.196607
6.04,0.113129,0.417537,0.0601754,-0.495966,-0.201883
6.05,0.11185,0.418666,0.112276,-0.491507,-0.224837
6.06,0.122317,0.440293,0.143087,-0.467546,-0.220436
6.07,0.124857,0.442649,0.184092,-0.44058,-0.21741
6.08,0.127654,0.448832,0.220384,-0.403694,-0.222111
6.09,0.136978,0.462338,0.194747,-0.399414,-0.207361
6.1,0.131681,0.46261,0.295748,-0.377813,-0.208592
6.11,0.14185,0.447493,0.409423,-0.356752,-0.186129
6.12,0.153428,0.447655,0.390147,-0.334748,-0.141834
6.13,0.163569,0.444806,0.510612,-0.311093,-0.107111
6.14,0.169458,0.442774,0.31897,-0.267093,-0.0325747
6.15,0.172721,0.433003,0.409022,-0.219876,0.00462771
6.16,0.177342,0.422212,0.250827,-0.205515,0.0151539
6.17,0.194979,0.395873,0.305767,-0.158372,-0.0329845
6.18,0.177715,0.386671,0.194177,-0.0918678,-0.0396293
6.19,0.16057,0.341404,0.196005,-0.0298857,-0.0895138
6.2,0.166718,0.32097,0.100058,-0.0534748,-0.113052
6.21,0.160105,0.333936,-0.191522,-0.193213,-0.118262
6.22,0.155553,0.354253,-0.280307,-0.285221,-0.0524388
6.23,0.133662,0.325089,-0.110886,-0.322395,0.0264951
6.24,0.111237,0.319051,0.199586,-0.276025,0.117486
6.25,0.104194,0.366517,0.337995,-0.265992,0.1653
6.26,0.103777,0.367649,0.352672,-0.195417,0.170504
6.27,0.0982908,0.38673,0.388368,-0.0438853,0.0881297
6.28,0.0962719,0.397729,0.4076,0.0804096,0.0296365
6.29,0.104078,0.391277,0.394,0.155008,0.0136489
6.3,0.114881,0.383112,0.402573,0.169679,-0.00702788
6.31,0.120922,0.371784,0.375687,0.179445,-0.0158691
6.32,0.126332,0.363806,0.362273,0.177891,-0.0242326
6.33,0.130336,0.36897,0.240091,0.164365,-0.0259647
6.34,0.126771,0.369151,0.0871828,0.143561,-0.0312933
6.35,0.122262,0.365694,-0.0321773,0.130426,-0.0242091
6.36,0.112203,0.350717,-0.144234,0.129043,-0.0260818
6.37,0.103012,0.289172,-0.217792,0.126189,-0.0177643
6.38,0.0928768,0.180699,-0.206772,0.119337,-0.0220818
6.39,0.0816933,0.090709,-0.259934,0.137227,-0.0129044
6.4,0.0543805,-0.0126383,-0.260489,0.153023,-0.0221003
6.41,0.0244664,-0.0991883,-0.297317,0.145667,-0.00177809
6.42,0.00645753,-0.178717,-0.294528,0.162982,0.0338345
6.43,0.0036674,-0.230634,-0.285762,0.151072,0.0852653
6.44,-0.0261974,-0.243693,-0.270262,0.138847,0.0850442
6.45,-0.11494,-0.243246,-0.271569,0.137587,0.100844
6.46,-0.14369,-0.232918,-0.299406,0.122943,0.093871
6.47,-0.177397,-0.193246,-0.238415,0.102324,0.0990175
6.48,-0.147024,-0.162476,-0.257052,0.0805173,0.0891515
6.49,-0.105729,-0.101596,-0.166429,0.0518815,0.078342
6.5,-0.0710404,0.00995387,-0.0508073,0.0185506,0.0501261
6.51,-0.0274238,0.0438716,0.0429705,0.0119434,0.0438174
6.52,0.00788828,0.046954,0.104717,0.0209531,0.03303
