date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
6.53,0.0451198,0.105161,0.208964,0.0407777,0.00114727
6.54,0.104268,0.174512,0.304442,0.0677742,-0.0342509
6.55,0.100384,0.240215,0.454186,0.0743655,-0.0305847
6.56,0.100177,0.276983,0.46374,0.0590165,-0.0250164
6.57,0.0980823,0.311265,0.489751,0.0488176,-0.0283155
6.58,0.0924188,0.340541,0.534106,0.0350753,-0.0424914
6.59,0.0987907,0.366244,0.515438,0.0484473,-0.0280696
6.6,0.117977,0.385925,0.58632,0.0513305,-0.0311756
6.61,0.142062,0.424948,0.47433,0.0720246,-0.0227842
6.62,0.189106,0.490689,0.385353,0.0505471,-0.017599
6.63,0.184952,0.518586,0.353821,0.00914293,-0.00652201
6.64,0.170126,0.478073,0.321848,-0.0679034,-0.00792859
6.65,0.16352,0.458662,0.434958,-0.14409,0.00256787
6.66,0.168345,0.46992,0.652562,-0.0233293,-0.00411052
6.67,0.17792,0.470166,0.818147,0.167706,-0.0248015
6.68,0.180621,0.466655,0.851753,0.285067,-0.0515527
6.69,0.188969,0.465199,0.862554,0.250888,-0.0792116
6.7,0.171532,0.477182,0.888207,0.233032,-0.107645
6.71,0.16189,0.493285,0.931235,0.191611,-0.118322
6.72,0.146253,0.499926,0.921673,0.1515,-0.106159
6.73,0.142607,0.477159,0.891238,0.0736858,-0.100793
6.74,0.142465,0.468005,0.838319,-0.0216055,-0.0976698
6.75,0.141523,0.459041,0.82168,-0.0926352,-0.100916
6.76,0.138061,0.419069,0.704931,-0.10166,-0.108918
6.77,0.121037,0.432516,0.665061,-0.133081,-0.112495
6.78,0.106233,0.393099,0.632145,-0.165034,-0.114046
6.79,0.111274,0.373898,0.602326,-0.189343,-0.121347
6.8,0.100331,0.36922,0.589109,-0.203657,-0.120808
6.81,0.0863928,0.363027,0.568246,-0.218165,-0.121065
6.82,0.0757941,0.381482,0.563555,-0.219149,-0.114682
6.83,0.0664404,0.370411,0.490917,-0.219481,-0.115451
6.84,0.0669724,0.385593,0.178199,-0.207402,-0.117711
6.85,0.0635515,0.39324,0.0874444,-0.218244,-0.12541
6.86,0.0668301,0.415354,0.209753,-0.228455,-0.131091
6.87,0.0821014,0.470559,-0.0492439,-0.221016,-0.128035
6.88,0.105308,0.493351,0.104805,-0.246584,-0.133054
6.89,0.108284,0.562046,-0.313856,-0.274755,-0.129819
6.9,0.121543,-0.422628,-0.478799,-0.297477,-0.14304
6.91,0.0470442,-1.09504,-0.581749,-0.306218,-0.1521
6.92,-0.218355,-0.942241,-0.588277,-0.31368,-0.169632
6.93,-0.251455,-0.680087,-0.574643,-0.333476,-0.169303
6.94,-0.176214,-0.520331,-0.48109,-0.369281,-0.177947
6.95,-0.104108,-0.740255,-0.411494,-0.376859,-0.187268
6.96,-0.0712705,-0.840525,-0.418712,-0.384313,-0.195173
6.97,-0.0148238,-0.988188,-0.462298,-0.386546,-0.18117
6.98,-0.00156435,-0.997243,-0.54934,-0.368987,-0.181389
6.99,0.0256153,-0.962364,-0.605895,-0.362279,-0.188698
7,0.0400509,-0.652676,-0.622297,-0.35745,-0.178811
7.01,0.0694956,-0.114548,-0.64997,-0.36246,-0.197107
7.02,0.0917737,0.105509,-0.674244,-0.360713,-0.201185
7.03,0.110211,0.2917,-0.562423,-0.372722,-0.218624
7.04,0.115035,0.372429,-0.284534,-0.411467,-0.217256
7.05,0.127346,0.420354,-0.033995,-0.442996,-0.224194
7.06,0.136465,0.493476,0.0419641,-0.509909,-0.235708
7.07,0.162444,0.419196,-0.153182,-0.552691,-0.239652
7.08,0.216804,0.0368032,-0.4185,-0.560307,-0.252622
7.09,0.154713,-0.280671,-0.582106,-0.526728,-0.241316
7.1,0.0395944,-0.279497,-0.724786,-0.409704,-0.23882
7.11,0.0194758,-0.274088,-0.829745,-0.350259,-0.212233
7.12,0.0120168,-0.241158,-0.91733,-0.360812,-0.189913
7.13,0.020427,-0.214166,-0.894563,-0.408885,-0.164568
7.14,0.0285511,-0.145024,-0.821316,-0.408991,-0.168529
7.15,0.0493209,-0.0608209,-0.804008,-0.446947,-0.17348
7.16,0.0632905,0.0370447,-0.804258,-0.46849,-0.186735
7.17,0.0884323,0.10533,-0.768505,-0.504637,-0.199635
7.18,0.100859,0.160675,-0.77386,-0.488766,-0.216014
7.19,0.107545,0.24057,-0.705337,-0.491553,-0.220283
7.2,0.121348,0.278173,-0.216656,-0.483075,-0.227613
7.21,0.13827,0.34161,0.211162,-0.460775,-0.211147
7.22,0.144708,0.409992,0.411308,-0.382594,-0.218053
7.23,0.167716,0.459864,0.398574,-0.220231,-0.230663
7.24,0.183782,0.486712,0.625209,-0.0841974,-0.23612
7.25,0.193727,0.510896,0.697426,0.00713375,-0.2507
7.26,0.212531,0.543894,0.731356,-0.10233,-0.24617
7.27,0.201694,0.587114,0.558906,-0.250101,-0.247156
7.28,0.197348,0.606938,0.260349,-0.249562,-0.255474
7.29,0.179928,0.55114,0.0491385,-0.237594,-0.217211
7.3,0.155869,0.455859,-0.0345157,-0.377479,-0.166486
7.31,0.130967,0.415309,-0.0606919,-0.465677,-0.190741
7.32,0.11798,0.390979,-0.0489281,-0.490804,-0.194825
7.33,0.108887,0.387463,0.0525627,-0.510135,-0.210578
7.34,0.107519,0.394143,0.151611,-0.519784,-0.217018
7.35,0.104089,0.400118,0.24045,-0.490277,-0.195516
7.36,0.100608,0.391669,0.338355,-0.449305,-0.179306
7.37,0.0963949,0.379956,0.469925,-0.394348,-0.148165
7.38,0.0961896,0.381215,0.566306,-0.271134,-0.113926
7.39,0.0904124,0.361457,0.538023,-0.0731159,-0.0776762
7.4,0.0962503,0.346275,0.49775,0.100651,-0.0491112
7.41,0.0983467,0.338984,0.533293,0.12284,-0.024876
7.42,0.0991974,0.338513,0.652148,0.106785,-0.0138681
7.43,0.111673,0.341595,0.690395,0.0879835,-0.0100821
7.44,0.122969,0.328775,0.774031,0.0857881,-0.0153666
7.45,0.137907,0.333269,0.781062,0.103935,0.00136818
7.46,0.143195,0.330351,0.742204,0.082211,-0.0324915
7.47,0.149182,0.339971,0.195261,0.0128062,0.0102313
7.48,0.16054,0.321902,-0.207016,-0.0611488,-0.0056648
7.49,0.163168,0.293656,-0.483,-0.123652,-0.0115981
7.5,0.157081,0.237414,-0.614447,-0.111785,0.0229382
7.51,0.163569,0.0288584,-0.568042,-0.097803,0.0474483
7.52,0.153124,-0.114691,-0.635787,-0.11062,0.0848645
7.53,0.108127,-0.106262,-0.637092,-0.125,0.0901965
7.54,0.0828539,0.114331,0.273713,-0.211521,0.0558835
7.55,0.0772414,0.281512,0.652775,-0.288823,0.0263361
7.56,0.0762187,0.340473,0.75528,0.0565503,-0.00694123
7.57,0.081145,0.397551,0.816607,0.375318,-0.023342
7.58,0.0943609,0.40934,0.829112,0.525156,-0.0458596
7.59,0.110865,0.382709,0.835107,0.544925,-0.0117543
7.6,0.121891,0.438146,0.8036,0.456494,0.0413896
7.61,0.113594,0.440123,0.787111,0.316211,0.0803181
7.62,0.1076,0.431501,0.778284,0.278504,0.0738018
7.63,0.0940651,0.420404,0.747588,0.180626,0.0404428
7.64,0.0835736,0.403664,0.720277,0.120684,0.0153514
7.65,0.0747467,0.383395,0.731887,0.0544734,-0.00629591
7.66,0.0586068,0.353058,0.720479,-0.0281162,-0.0479489
7.67,0.0399327,0.303168,0.682693,-0.108683,-0.0869138
7.68,0.024831,0.2786,0.624843,-0.188363,-0.120587
7.69,0.0449982,0.233457,0.50248,-0.266929,-0.14358
7.7,0.040674,0.199008,0.270147,-0.359115,-0.193835
7.71,0.0837078,0.161891,-0.257942,-0.449738,-0.211651
7.72,0.0848915,-0.00559175,-0.459984,-0.49736,-0.23542
7.73,0.128257,-0.143145,-0.555304,-0.503591,-0.21358
7.74,0.0501157,-0.134543,-0.67824,-0.493378,-0.183181
7.75,0.108582,-0.163833,-0.773631,-0.490521,-0.169238
7.76,0.225984,-0.566108,-0.882031,-0.48891,-0.171083
7.77,0.234359,-0.760762,-0.920498,-0.499112,-0.162324
7.78,0.167461,-0.749572,-0.928483,-0.510836,-0.146581
7.79,0.0176019,-0.753989,-0.952026,-0.507324,-0.155181
7.8,-0.0272883,-0.80912,-0.963821,-0.496561,-0.146768
7.81,-0.0445309,-0.773301,-0.908726,-0.506865,-0.131215
7.82,-0.0267162,-1.05573,-0.846326,-0.469781,-0.11661
7.83,-0.028732,-0.812122,-0.84778,-0.422805,-0.10575
7.84,-0.0147052,-0.818642,-0.769237,-0.425874,-0.0983203
7.85,-0.0211272,-0.592197,-0.723578,-0.402969,-0.0989105
7.86,-0.00209868,-0.544578,-0.698559,-0.362137,-0.0977984
7.87,-0.00270225,-0.407069,-0.669786,-0.386979,-0.101996
7.88,0.0116395,-0.543085,-0.59407,-0.385708,-0.105307
7.89,0.0209695,-0.392764,-0.551636,-0.360814,-0.0980417
7.9,0.0387017,-0.151781,-0.534356,-0.349541,-0.0983503
7.91,0.0505421,-0.0731931,-0.524364,-0.307084,-0.0902008
7.92,0.0616089,-0.0278932,-0.493151,-0.302566,-0.0882444
7.93,0.085061,-0.0154046,-0.483291,-0.315697,-0.0800178
7.94,0.0948055,0.0700222,-0.468426,-0.3089,-0.0796054
7.95,0.106935,0.132693,-0.46373,-0.326125,-0.0836004
7.96,0.11495,0.167588,-0.448665,-0.331048,-0.0765132
7.97,0.135904,0.217335,-0.441006,-0.343082,-0.0775625
7.98,0.144104,0.248484,0.463139,-0.3869,-0.0824828
7.99,0.173493,0.314281,0.846361,-0.397548,-0.0899447
8,0.183304,0.396456,0.938965,0.300223,-0.0872601
8.01,0.174445,0.443478,0.704572,0.616518,-0.0850172
8.02,0.172339,0.472352,0.818805,0.657911,-0.0622345
8.03,0.169813,0.483835,0.884716,0.722142,-0.00846079
8.04,0.138848,0.46606,0.974644,0.706949,0.0865542
8.05,0.119581,0.456565,0.961803,0.683206,0.219155
8.06,0.113937,0.418171,0.891532,1.02619,0.101232
8.07,0.115708,0.419892,0.885999,1.3183,0.0295079
8.08,0.113735,0.432891,0.853005,1.38225,0.0163388
8.09,0.116252,0.436966,0.823238,1.40473,0.0134555
8.1,0.125686,0.44462,0.836342,1.22632,-0.00162724
8.11,0.129651,0.439864,0.877839,0.697684,0.00387923
8.12,0.117227,0.415442,0.937063,0.329086,-0.00559249
8.13,0.108266,0.403778,0.928505,0.0318424,-0.0096755
8.14,0.108517,0.401628,0.816789,-0.148434,-0.0202401
8.15,0.110896,0.411034,0.274731,-0.261686,-0.0248427
8.16,0.106444,0.411156,-0.114668,-0.291593,-0.030342
8.17,0.103902,0.413184,-0.403892,-0.334499,-0.030872
8.18,0.105258,0.411245,-0.518658,-0.323382,-0.0350205
8.19,0.104899,0.393272,-0.555258,-0.343833,-0.0384532
8.2,0.113948,0.364217,-0.529274,-0.323142,-0.0426306
8.21,0.112793,0.084447,-0.538973,-0.306725,-0.0487875
8.22,0.118971,-0.0658701,-0.572816,-0.278526,-0.055985
8.23,0.115056,-0.0738963,-0.605503,-0.244151,-0.0648008
8.24,0.123864,-0.243145,-0.661867,-0.205968,-0.0703098
8.25,0.117295,-0.247406,-0.724788,-0.185425,-0.0785748
8.26,0.13414,-0.315395,-0.729718,-0.177795,-0.0950311
8.27,0.141307,-0.316178,-0.729009,-0.196813,-0.101296
8.28,0.144501,-0.137787,-0.7075,-0.202261,-0.117794
8.29,0.158156,-0.264681,-0.665629,-0.24205,-0.129495
8.3,0.172125,-0.175706,-0.694258,-0.302498,-0.152392
8.31,0.192883,-0.0756644,-0.656893,-0.36899,-0.156864
8.32,0.189065,-0.0972065,-0.600564,-0.422269,-0.170402
8.33,0.19328,-0.254936,-0.73643,-0.457539,-0.156535
8.34,0.175175,-0.327218,-0.801366,-0.479869,-0.141397
8.35,0.083504,-0.207679,-0.768624,-0.478993,-0.112073
8.36,0.0605146,-0.144247,-0.874296,-0.471083,-0.111213
8.37,0.0808863,-0.220409,-0.943542,-0.482586,-0.116756
8.38,0.0923609,-0.168704,-1.02295,-0.488922,-0.115394
8.39,0.0888508,-0.0431482,-1.05281,-0.48105,-0.12226
8.4,0.103214,0.02971,-1.10277,-0.473573,-0.134953
8.41,0.122522,0.159566,-0.81467,-0.474197,-0.132741
8.42,0.130367,0.265015,-0.238254,-0.445791,-0.136457
8.43,0.139125,0.33471,0.252021,-0.461898,-0.140234
8.44,0.136079,0.380682,0.534174,-0.508715,-0.141465
8.45,0.142245,0.402245,0.654283,-0.417288,-0.134207
8.46,0.142206,0.397638,0.750133,0.41757,-0.133824
8.47,0.138947,0.372917,0.822669,0.755127,-0.131783
8.48,0.143363,0.355344,0.834741,0.781569,-0.114821
8.49,0.135744,0.341189,0.848729,0.724728,-0.0337304
8.5,0.141672,0.339254,0.845987,0.789287,0.0672699
8.51,0.149914,0.349193,0.807188,0.853377,0.181001
8.52,0.157373,0.355066,0.789335,0.917671,0.215201
8.53,0.170404,0.337026,0.767601,1.06716,0.228982
8.54,0.164834,0.343218,0.782851,1.14438,0.23812
8.55,0.159381,0.333801,0.746015,1.15793,0.225706
8.56,0.15348,0.331627,0.709491,1.15745,0.176391
8.57,0.134804,0.320681,0.681632,1.18931,0.0918369
8.58,0.14173,0.312163,0.681279,1.16732,0.0483784
8.59,0.143085,0.294535,0.67119,1.25559,0.0317305
8.6,0.122611,0.300563,0.668983,1.31419,-0.0134574
8.61,0.130526,0.299291,0.624322,1.39231,0.0729449
8.62,0.132616,0.335491,0.620675,1.30094,0.120405
8.63,0.128635,0.342534,0.604985,1.22297,0.00720288
8.64,0.138652,0.330788,0.578775,1.24494,-0.0453515
8.65,0.141019,0.31787,0.620238,0.602079,-0.0436818
8.66,0.154721,0.351229,1.06355,-0.0238579,-0.0323001
8.67,0.178576,0.412001,0.961866,-0.0622633,-0.0419212
8.68,0.179138,0.478292,0.989663,-0.144362,-0.0552339
8.69,0.187574,0.499507,0.993951,-0.201699,-0.0749362
8.7,0.19207,0.519397,0.945491,-0.238123,-0.0870893
8.71,0.182914,0.535537,0.517522,-0.307051,-0.0993459
8.72,0.174328,0.512946,-0.0669522,-0.381693,-0.109908
8.73,0.183651,0.481291,-0.279249,-0.458542,-0.115237
8.74,0.197041,0.441993,-0.342974,-0.474655,-0.116139
8.75,0.17871,0.380056,-0.47854,-0.435875,-0.113722
8.76,0.169036,0.324327,-0.388915,-0.416087,-0.117508
8.77,0.148893,0.351736,-0.298851,-0.451919,-0.126965
8.78,0.153462,0.417661,-0.151056,-0.505294,-0.147838
8.79,0.167739,0.498893,0.127393,-0.595671,-0.163662
8.8,0.170902,0.506694,0.470446,-0.441797,-0.182436
8.81,0.178103,0.444058,0.735045,-0.128166,-0.174467
8.82,0.172823,0.416091,0.942912,0.0838049,-0.14185
8.83,0.149314,0.441804,0.966681,0.131922,-0.122854
8.84,0.149359,0.454926,0.940812,0.113676,-0.106422
8.85,0.150358,0.506014,0.908877,0.127098,-0.0900501
8.86,0.151304,0.507583,0.857774,0.104435,-0.0957343
8.87,0.139122,0.526406,0.804523,0.0819802,-0.099901
8.88,0.141338,0.515519,0.752587,0.0230806,-0.1115
8.89,0.142205,0.469736,0.689397,-0.0583573,-0.119948
8.9,0.138297,0.481508,0.669694,-0.162745,-0.123779
8.91,0.132343,0.478889,0.619348,-0.242312,-0.122694
8.92,0.141963,0.480445,0.568472,-0.321611,-0.123336
8.93,0.142604,0.481009,0.54061,-0.418881,-0.124976
8.94,0.133009,0.454413,0.534748,-0.502096,-0.122948
8.95,0.12497,0.447156,-0.405317,-0.578541,-0.121469
8.96,0.12289,0.445214,-0.73192,-0.598045,-0.120504
8.97,0.106796,0.402616,-0.94829,-0.5357,-0.130445
8.98,0.0775408,0.264371,-1.13915,-0.477464,-0.125408
8.99,0.0370444,-0.590454,-1.32828,-0.384814,-0.115549
9,-0.0454938,-1.1092,-1.34165,-0.254088,-0.087134
9.01,-0.192196,-1.21959,-1.20058,-0.161528,-0.0790031
9.02,-0.320476,-1.20808,0,-0.104289,-0.0655193
9.03,-0.325989,-1.20984,0,-0.112402,-0.0784499
9.04,-0.208163,0,0,-0.169313,-0.0910433
9.05,-0.121497,0,0,-0.230055,-0.141433
9.06,-0.0460387,0,-0.524285,-0.447715,-0.16335
9.07,0.0173363,0,-1.0959,-0.622798,-0.192435
9.08,0.12249,0.0421528,-1.1103,-0.673166,-0.211695
9.09,0.185788,-0.0770191,-0.991844,-0.617897,-0.202472
9.1,0.191635,-0.0874737,-0.779071,-0.581008,-0.202107
9.11,0.176581,0.0640589,-0.601417,-0.571995,-0.193981
9.12,0.168123,0.246881,-0.420904,-0.569615,-0.195263
9.13,0.144099,0.386111,-0.135509,-0.596124,-0.190945
9.14,0.147161,0.458939,-0.0673093,-0.584758,-0.175292
9.15,0.131494,0.483024,-0.0676194,-0.564768,-0.154595
9.16,0.122797,0.472031,-0.144252,-0.543612,-0.161166
9.17,0.121181,0.452664,-0.173296,-0.493179,-0.150621
9.18,0.120808,0.427546,-0.204899,-0.476295,-0.135924
9.19,0.115744,0.423509,-0.234073,-0.456896,-0.119836
9.2,0.111446,0.419649,-0.237127,-0.47566,-0.125193
9.21,0.123608,0.413092,-0.238034,-0.45624,-0.120023
9.22,0.129153,0.407962,-0.177213,-0.477606,-0.137435
9.23,0.156062,0.422208,-0.135486,-0.502462,-0.149839
9.24,0.169105,0.426781,-0.0558705,-0.472651,-0.1524
9.25,0.19467,0.442231,-0.00175924,-0.440098,-0.176126
9.26,0.229513,0.505829,-0.100468,-0.53047,-0.207242
9.27,0.240646,0.497309,-0.225527,-0.534507,-0.237013
9.28,0.2384,0.417482,-0.132797,-0.368072,-0.256356
9.29,0.240431,0.386264,0.0565668,-0.215252,-0.235456
9.3,0.228945,0.452662,0.226829,-0.248237,-0.198655
9.31,0.219025,0.540075,0.46509,-0.405442,-0.185619
9.32,0.189158,0.546785,0.492568,-0.469642,-0.207866
9.33,0.157652,0.536702,0.370412,-0.420594,-0.189661
9.34,0.14726,0.542266,0.220675,-0.419958,-0.175259
9.35,0.132428,0.498857,0.153228,-0.440391,-0.15391
9.36,0.125414,0.481538,0.0665642,-0.441568,-0.13801
9.37,0.117006,0.449447,-0.016076,-0.438357,-0.125883
9.38,0.113,0.431632,-0.060546,-0.41283,-0.12328
9.39,0.105864,0.406535,-0.0532179,-0.378169,-0.114298
9.4,0.100106,0.384894,-0.00479893,-0.35139,-0.1023
9.41,0.0898831,0.396492,-0.0189981,-0.339521,-0.0977001
9.42,0.0913593,0.38486,-0.015735,-0.325028,-0.0945351
9.43,0.0887699,0.371003,0.086884,-0.327666,-0.0899198
9.44,0.088389,0.347792,0.098267,-0.315161,-0.0883073
9.45,0.0885342,0.32973,0.182497,-0.312665,-0.0883257
9.46,0.0950667,0.315047,0.17144,-0.299686,-0.084529
9.47,0.100865,0.296205,0.162555,-0.286476,-0.0824938
9.48,0.107091,0.286992,0.133218,-0.264306,-0.0796994
9.49,0.118445,0.274904,0.133197,-0.246709,-0.0789333
9.5,0.133313,0.26147,0.129736,-0.240002,-0.0757989
9.51,0.127636,0.254822,0.169445,-0.226541,-0.0759733
9.52,0.129855,0.240525,0.202648,-0.220605,-0.070705
9.53,0.122418,0.243566,0.198343,-0.20172,-0.0601796
9.54,0.126978,0.226146,0.230722,-0.202928,-0.053411
9.55,0.0945683,0.224938,0.209457,-0.193949,-0.0408509
9.56,0.0893506,0.30682,0.258911,-0.149302,-0.0239382
9.57,0.0650973,0.323176,0.325548,-0.0924846,0.00722075
9.58,0.0572806,0.296334,0.385512,-0.0840087,0.0288653
9.59,0.053713,0.280367,0.340531,-0.125027,0.0377184
9.6,0.0544165,0.292978,0.151029,-0.179072,-0.0103827
9.61,0.114042,0.373155,-0.0411666,-0.237475,-0.0402153
9.62,0.141837,0.483029,-0.120599,-0.282884,-0.0305315
9.63,0.148336,0.513442,-0.23689,-0.295955,-0.0433114
9.64,0.135567,0.485626,-0.186395,-0.323767,-0.060219
9.65,0.134545,0.448394,-0.240627,-0.328077,-0.0693862
9.66,0.126251,0.426059,-0.221546,-0.357024,-0.0888594
9.67,0.132163,0.319835,-0.193811,-0.388215,-0.106892
9.68,0.132372,0.24052,-0.156309,-0.372314,-0.123657
9.69,0.137785,0.223374,-0.170035,-0.372389,-0.133526
9.7,0.146808,0.227156,-0.18814,-0.34668,-0.140915
9.71,0.15739,0.205866,-0.193445,-0.342817,-0.136014
9.72,0.163097,0.264212,-0.200246,-0.345492,-0.130787
9.73,0.158465,0.284577,-0.198317,-0.350181,-0.124107
9.74,0.158298,0.305986,-0.20417,-0.345377,-0.11292
9.75,0.142851,0.306472,-0.107622,-0.338985,-0.103361
9.76,0.122657,0.288923,-0.0808226,-0.30824,-0.0903738
9.77,0.101796,0.28114,-0.0361273,-0.288803,-0.0886693
9.78,0.0973499,0.252092,-0.0364299,-0.261353,-0.103802
9.79,0.0653706,0.230202,-0.0717239,-0.244997,-0.106116
9.8,0.0808037,0.208498,-0.0117952,-0.238403,-0.11525
9.81,0.0881465,0.176097,-0.0468081,-0.226019,-0.142737
9.82,0.149746,0.052091,-0.388708,-0.208385,-0.150803
9.83,0.156596,0.00221498,-0.213334,-0.199476,-0.148854
9.84,0.163713,0.0139323,-0.0770425,-0.0683135,-0.161571
9.85,0.161835,0.0434078,0.067569,0.0471869,-0.182738
9.86,0.151758,0.122998,0.204873,-0.0870136,-0.204227
9.87,0.125704,0.231756,0.367638,-0.233047,-0.184476
9.88,0.113783,0.379179,0.371936,-0.319064,-0.172175
9.89,0.110842,0.448526,0.228694,-0.333037,-0.171159
9.9,0.114038,0.455931,0.0594365,-0.34399,-0.153916
9.91,0.103768,0.443236,-0.0474552,-0.342509,-0.152463
9.92,0.0924659,0.412326,-0.0880662,-0.363931,-0.165564
9.93,0.067925,0.411218,-0.142108,-0.396372,-0.129585
9.94,0.0671877,0.331721,-0.135295,-0.36833,-0.14517
9.95,0.0554817,0.31384,-0.171644,-0.339186,-0.148019
9.96,0.0531716,0.172332,-0.210644,-0.311484,-0.108379
9.97,0.0562228,0.0854998,-0.291133,-0.296648,-0.0801732
9.98,0.0646061,0.0135191,-0.338941,-0.269838,-0.0657779
9.99,0.0530217,-0.17842,-0.363974,-0.236024,-0.0850627
10,0.0734666,-0.135726,-0.358004,-0.22392,-0.176043
